announce.msbt
AnnounceEmpty	目前暫無通知
W1G1_271	哎呀～想不到古代人居然真的存在，\n真是嚇我一大跳啊。{[0004]}{[0101]}不過，照這情況看來，\n超級潛艇號依舊寶刀未老呢。{[0004]}{[0101]}既然你是潛艇號的主人，\n那只好把他還給你了。\n要加油喔！
W1G1_269	能跟傳說中的比奧船長一起航海，\n這實在是水手的光榮啊！{[0004]}要是有潛水艇，\n還能潛到海裡喔！\n真是太叫人興奮了！{[0004]}好，隨時都可以啟航喔——！
W1G1_270	{[0301|cdcc4c3e]}又能跟潛艇號一起出航了。\x0f\x03\x01
W1G1_316	歡迎光臨！\n這裡是奇諾比奧汽車。{[0004]}我們研發了船用的新型引擎，\n由於馬力升級，\n最高航速甚至能提升至２倍！{[0004]}要不要花{[0300|00000000]}金幣\n更換引擎啊？{[0104|0a007900650073006e006f000100000000000000]}
W1G1_323	要花{[0300|00000000]}金幣\n更換新型引擎嗎？{[0104|0a007900650073006e006f000100000000000000]}
W1G1_344	哎呀——\n你的金幣不夠喔。
W1G1_341	好——\n引擎更換完畢！\n謝謝惠顧——！
W1G1_343	這樣啊。\n要是改變主意就隨時來找我吧！
W1G1_342	最高航速是之前的２倍耶——！\n這下可以更舒適地航行了。\n真讓人期待啊——！
W1G1_204	船已經升級成新型引擎了！\n要啟航前往汪洋嗎——？{[0104|0a007900650073006e006f000100000000000000]}
W1G1_DokanRoom_Tutorial_1	哇——這是什麼地方？\n有好多水管呢！\n真是奢侈呀～！
W1G1_DokanPlate_White	{[0200]}{size[7800]}世界水管雕塑{size[6400]}\x0f\x02\0\n{[0200]}多納泰爾比奧製作的水管雕塑。\n可通往世界各地的歷史傑作。\x0f\x02\0
W1G1_DokanPlate_Red	{[0200]}～旅行的水管～\x0f\x02\0\n{[0200]}觀景山\x0f\x02\0
W1G1_DokanPlate_Blue	{[0200]}～旅行的水管～\x0f\x02\0\n{[0200]}江戶園地\x0f\x02\0
W1G1_DokanPlate_Yellow	{[0200]}～旅行的水管～\x0f\x02\0\n{[0200]}熱沙大沙漠\x0f\x02\0
W1G1_DokanPlate_Purple	{[0200]}～旅行的水管～\x0f\x02\0\n{[0200]}海洋塔\x0f\x02\0
W1G1_DokanPlate_Green	{[0200]}～旅行的水管～\x0f\x02\0\n{[0200]}天空水療園地\x0f\x02\0
W1G1_DokanPlate_Gold	{[0200]}～旅行的水管～\x0f\x02\0\n{[0200]}桑拿火山山頂\x0f\x02\0
W1G1_DokanPlate_Unknown	{[0200]}～旅行的水管～\x0f\x02\0\n{[0200]}？？？\x0f\x02\0
W1G1_Gyotaku_ORI_000	全白的畫？\n藝術好難懂喔……
W1G1_Gyotaku_Place05	那是裝飾魚拓的畫框喔。{[0004]}瑪利歐在各地釣到的泡泡魚跟魷魷\n都會製作成魚拓展示在這裡。{[0004]}努力釣到更大的魚，\n刷新自己的最佳記錄吧！
W1G1_Gyotaku_Place06	啊，對了對了。\n據說還有一種被稱為魚之王的\n龐然大物喔。{[0004]}我們博物館當然也很希望能在館內\n展示傳說中魚之王的魚拓～！{[0004]}那麼，請各位慢慢參觀！
W1G1_Gyotaku_1	{[0200]}{size[7800]}{[0300|00000000]}{size[6400]}\x0f\x02\0\n{[0200]}尺寸：{[0300|01000000]}公分\n釣魚地點：{[0300|02000000]}\x0f\x02\0
W1G1_Gyotaku_Place01	觀景山
W1G1_Gyotaku_Place02	江戶園地
W1G1_Gyotaku_Place03	新月島
W1G1_Gyotaku_Place04	滿月島
W1G1_Gyotaku_Name01	泡泡魚
W1G1_Gyotaku_Name02	魷魷
W1G1_Gyotaku_Name03	觀景山的魚之王
W1G1_Gyotaku_Name04	江戶園地的魚之王
W1G1_Gyotaku_Name05	汪洋的魚之王
W1G1_ArtGal_02	要用奇諾比奧點數解鎖這幅畫嗎？{[0104|0a007900650073006e006f000100000000000000]}
W1G1_ArtGal_03	奇諾比奧點數不足。
W1G1_KinokoTown_Clear_Orivia	瑪利歐，\n好像已經沒有紙糊兵\n那種可怕的氣息了。{[0004]}說不定鎮上的紙糊兵\n已經全都被打倒了！
W1G1_KinokoTown_Clear_BOM	大哥，這樣似乎就打倒城鎮上所有\n的紙糊兵了。
W1G1_KinokoTown_KPN_After_01A	這裡是奇諾比奧鎮，\n是我們奇諾比奧的城鎮。
W1G1_KinokoTown_KPN_After_02A	很可惜，\n本來要舉辦的摺紙祭典延期了。
W1G1_KinokoTown_KPN_After_03A	得重新準備摺紙祭典了。\n比起祭典當天，\n準備的過程更開心呢。
W1G1_KinokoTown_KPN_After_04A	紙糊兵居然連房子都吃啊。\n房子好吃嗎？
W1G1_KinokoTown_KPN_After_05A	這次摺紙祭典最令人矚目的是本來\n要展示在這裡的巨大立體模型。{[0004]}是不是看不到了啊？\n真可惜……
W1G1_KinokoTown_KPN_After_07C	我家門上開了個洞！\n這樣是要怎麼進門啊——！
W1G1_HouseA_KPN_After_01A	果然還是自己家最好了！\n我再也不要離開這裡了。
W1G1_KinokoTown_KPN_After_08A	歡迎來到秘密花園。\n這種遠離塵囂的感覺很不錯吧？\n不可以告訴其他的奇諾比奧喔。
W1G1_KinokoTown_KPN_After_09A	要是走累了，\n就到長椅上休息一下吧。
W1G1_KinokoTown_KPN_After_10A	只有這根水管的顏色不一樣呢。\n這是為什麼啊？
W1G1_KinokoTown_KPN_After_11A	啊，好好喔——\n好想要那個喔——
W1G1_KinokoTown_KPN_After_12A	後面的棧橋上\n好像住著一個奇怪的傢伙。
W1G1_KinokoTown_KPN_After_13A	從港口可以前往汪洋。\n搭纜車可以前往觀景山。{[0004]}歡迎來到這個山明水秀的\n奇諾比奧鎮！
W1G1_StoreRoom_After_GBN_HIDE	我把紙箱都收拾好了，\n因為我有潔癖。
W1G1_BackRoom_KPN_After_01A	咦？木箱怎麼不見了，\n那裡頭的蘑菇是我的點心啊。\n這一定是摺紙兵搞的鬼！
W1G1_KinokoTown_KPN_After_15A	海水的味道真棒。\n我都想搭船在這汪洋上冒險了。
W1G1_KinokoTown_KPN_After_17A	紫色奇諾比奧還沒來嗎——？
W1G1_KinokoTown_KPN_After_16A	藍色奇諾比奧還沒來嗎——？
W1G1_KinokoTown_KPN_After_21A	摺紙祭典有辦法重新舉辦嗎？\n我還是先在這裡坐一會兒好了。
W1G1_KinokoTown_KPN_After_19A	烏龜飲料甘醇又順口，\n令人回味無窮喔。
W1G1_KinokoTown_KPN_After_20A	兔子飲料是一種運動飲料，\n喝起來清爽暢快！
W1G1_KinokoTown_KPN_After_23A	這裡的裝飾都是我掛的。\n還不錯吧？
W1G1_KinokoTown_KPN_After_24A	聽說那棟房子的主人是靠販售\n神祇片賺大錢的。
W1G1_KinokoTown_KPN_After_25A	真希望自己哪天也能夠\n住在這種豪宅呢。
W1G1_HouseG_KPN_After_01A	這棟房子的主人\n現在正在沙漠裡旅行。
W1G1_HouseG_KPN_After_01B	我的主人是鎮上最有錢的人，\n他已經回來了。
W1G1_HouseG_KPN_After_03D	哇——！\n主人最喜歡的高級地毯\n破了一個大洞啊！
W1G1_HouseG_KPN_After_03B	謝謝你。\n高級地毯能修好，實在是太好了！
W1G1_HouseF_KPN_After_01A	總算是回來了，\n果然還是家裡最棒。\n我要閉門不出窩在家裡２、３天。
W1G1_KinokoTown_KPN_After_28A	橋壞掉了。\n雖然摺紙祭典很重要，\n但也得修復這座橋才行！
W1G1_KinokoTown_KPN_After_29_Event_01	備用的圓孔蓋鐵撬不見了……\n瑪利歐你知道東西在哪裡嗎？{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W1G1_KinokoTown_KPN_After_29_Event_02	這不是圓孔蓋鐵撬……
W1G1_KinokoTown_KPN_After_29_Event_03	謝謝你幫我找回來！\n請收下這個謝禮。
W1G1_KinokoTown_KPN_After_29A	圓孔蓋鐵撬閃閃發亮的！\n真的好美啊～
W1G1_KinokoTown_KPN_After_30A	下水道的塗鴉畫得很棒呢。\n瑪利歐你有看到嗎？
W1G1_KinokoTown_KPN_After_31A	能不能趕快重新舉辦摺紙祭典啊～\n（走來走去）
W1G1_HouseE_KPN_After_01A	好像有人從窗戶那邊進進出出的。{[0004]}真希望他能好好從門口進出，\n瑪利歐你也這麼覺得吧？
W1G1_KinokoTown_KPN_After_32A	幸好紙糊兵沒有踩到我種的花～
W1G1_HouseD_KPN_After_1	現在我的室友變多了，\n不過很熱鬧也很開心。{[0004]}但是不是有點熱鬧過頭了……
W1G1_HouseD_After_P_Kur_6	啊！瑪利歐！\n這棟房子挺舒適的，\n所以我們決定住這裡了。
W1G1_HouseD_After_P_Kur_1	門外那個紙糊兵是瑪利歐\n你打倒的嗎？\n真是太厲害了！
W1G1_HouseD_After_P_Kur_2	瑪利歐你真的很強呢。\n同為紙片，\n我也感到很驕傲喔。
W1G1_HouseD_After_P_Kur_3	不用擔心啦，\n我們跟奇諾比奧處得很好喔。
W1G1_HouseD_After_P_Kur_4	我已經黏牆壁黏上癮了。
W1G1_HouseD_After_P_Kur_5	我們會疊在一起睡，\n所以一張床就夠了！
W1G1_HouseD_After_P_Kur_7	我很喜歡這裡。
W1G1_KinokoTown_KPN_After_34A	我都不知道這裡有根水管呢，\n瑪利歐，你知道嗎？
W1G1_KinokoTown_KPN_After_35A	整個亂七八糟的。\n得收拾乾淨讓摺紙祭典能夠\n重新舉辦才行。
W1G1_KinokoTown_KPN_After_35B	我已經把散落一地的摺紙\n都收拾乾淨了。
W1G1_KinokoTown_KPN_After_36A	太陽公公閃亮亮！\n今天也是好天氣呢。
W1G1_KinokoTown_KPN_After_37A	摺紙祭典那天本來會有很多攤販\n在這條路上擺攤的。
W1G1_KinokoTown_KPN_After_38A	之前一直沒辦法整理庭院，\n現在更要好好照料。
W1G1_HouseB_KPN_After_01A	總算是回到家了！\n幸好家裡沒有什麼損失。
W1G1_289	啊，瑪利歐！\n我是開飾品店的奇諾比奧，\n謝謝你在地神祇寺前救了我。{[0004]}我現在就開門喔，\n來來來，快進來吧！
W1G1_HouseC_KPN_After_01C	這裡居然有個洞！\n好危險啊——！
W1G1_HouseC_KPN_After_01D	謝謝你！\n這樣我就能安心工作了。
W1G1_MuseumEntrance_KPN_After_01	這個水管雕塑其實……\n啊，瑪利歐你已經知道了吧？
W1G1_MuseumEntrance_KPN_After_02	這個博物館的收藏品\n都是瑪利歐收集的嗎？\n好厲害啊。
W1G1_MuseumEntrance_KPN_After_04	該從哪開始看起呢？\n收藏品太多了，我好猶豫啊。
W1G1_ArtGallery_KPN_After_01	看到這些作品，\n自己也會想動手畫畫呢。\n我要不要立志成為畫家呢？
W1G1_KinopioGallery_KPN_After_01	真虧敵人想得到這麼多種摺法。\n感覺要想出這些很不容易呢。
W1G1_EnemyGallery_KPN_After_01	看著這個，我開始怕摺紙了……\n晚上可能不敢自己去廁所了……
W1G1_CollectableGallery_KPN_After_01	摺紙、紙糊兵、紙片……\n這麼多豐富的收藏品，\n光用看的就覺得好開心唷。
W1G1_SoundGallery_KPN_After_01	請閉上眼睛仔細聆聽。\n腦海是不是浮現了當時的景色呢？
Collect_Shop_Close	我正在做一個好東西。\n你等一下再過來吧。
Collect_Shop_00	歡迎光臨。\n這裡有個神秘的寶物模型喔。
Collect_Shop_01	我正在做新的作品。\n你等一下再過來吧。
Collect_Shop_02	我已經沒有靈感了。
Collect_Shop_03	這樣啊。
Collect_Shop_04	{[0300|00000000]}\n要{[0300|01000000]}金幣喔。\n想要嗎？{[0104|0a007900650073006e006f000100000000000000]}
Collect_Shop_05	謝謝惠顧。
Collect_Shop_06	你的金幣是不是不夠啊？
Collect_Shop_08	剛剛那是最後一個商品，\n我已經沒有靈感了。{[0004]}謝謝你在我這裡買了這麼多東西，\n我的老主顧啊。
HPMAXUP_Talk_01	好可怕，啊啊～好可怕啊。\n這樣就感覺不到愛心了。
HPMAXUP_Talk_00	我就是那時被摺成愛心的人。{[0004]}我能夠感覺到你錯過了多少愛心。
HPMAXUP_Talk_02	現在有{[0300|00000000]}個愛心在等著你。\n你想知道愛心在哪裡嗎？{[0104|0a007900650073006e006f000100000000000000]}
HPMAXUP_no	我現在沒有感覺到愛心。\n有緣再見。
HPMAXUP_comp	世上的各個角落\n都已感覺不到愛心。{[0004]}恭喜你，現在世上所有的愛心\n都已寄宿在你身上。
HPMAXUP_Talk_yes02	你想知道其他愛心在哪裡嗎？{[0104|0a007900650073006e006f000100000000000000]}
HPMAXUP_Talk_no	有緣再見。
HPMAXUP_Hint_end	我現在能感覺到的愛心就是這些。\n有緣再見。
HPMAXUP_Hint_02	{[0201]}紅色山上的芒之草{/d}\n{[0202]}掉下去也沒關係吧\x0f\x02\x02
HPMAXUP_Hint_03	{[0201]}水神殿的旋轉地板{/d}\n{[0202]}打開那下方的窗吧\x0f\x02\x02
HPMAXUP_Hint_04	{[0201]}江戶的可愛動物{/d}\n{[0202]}肯定會給你愛心\x0f\x02\x02
HPMAXUP_Hint_05	{[0201]}江戶鎮的城池旁{/d}\n{[0202]}去挑戰宅邸的謎題吧\x0f\x02\x02
HPMAXUP_Hint_06	{[0201]}公主的豪華郵輪{/d}\n{[0202]}真想在甲板上眺望大海\x0f\x02\x02
HPMAXUP_Hint_08	{[0201]}沙漠城鎮、飯店泳池{/d}\n{[0202]}不該出現在此處的衝浪板\x0f\x02\x02
HPMAXUP_Hint_07	{[0201]}熱沙沙漠的大沙漠{/d}\n{[0202]}去挖挖可疑的角落\x0f\x02\x02
HPMAXUP_Hint_09	{[0201]}奇諾比王的遺跡中{/d}\n{[0202]}將會開啟愛心棺木\x0f\x02\x02
HPMAXUP_Hint_10	{[0201]}汪洋上的愛心島{/d}\n{[0202]}啊～汪洋上的愛心島\x0f\x02\x02
HPMAXUP_Hint_11	{[0201]}畫在航海圖角落的指南針{/d}\n{[0202]}那裡會有什麼呢？\x0f\x02\x02
HPMAXUP_Hint_12	{[0201]}冰山的大冰柱{/d}\n{[0202]}落下即成墊腳石\x0f\x02\x02
HPMAXUP_Hint_13	{[0201]}天空溫泉天堂{/d}\n{[0202]}要不要挑愛心當禮物呢？\x0f\x02\x02
HPMAXUP_Hint_14	{[0201]}通往繽紛溫泉的洞窟{/d}\n{[0202]}讓蒸氣往上，再往上\x0f\x02\x02
HPMAXUP_Hint_After_01	{[0201]}這顆乾枯愛心{/d}\n{[0202]}一定能在某處恢復活力\x0f\x02\x02
HPMAXUP_Hint_After_02	{[0201]}這個密封的罐頭{/d}\n{[0202]}一定有人能打開\x0f\x02\x02
W1G1_Ending_01	真是太好了，\n被摺成摺紙的東西都恢復原狀了。
W1G1_Ending_02	奇諾比奧鎮也因為摺紙祭典\n熱鬧非凡呢！
W1G1_Ending_03	大家期待這麼久了，\n一定很開心啊。
W1G1_Ending_04	瑪利歐！碧姬公主！\n我終於完成囉！
W1G1_Ending_09	這就是摺紙王國的摺紙城堡，\n摺紙們都能在這過著安穩的生活！
W1G1_Ending_06	瑪利歐……你是不是想起那個\n救了我的摺紙姑娘啊？
W1G1_Ending_07	這裡能恢復昔日的和平，\n全都是奧莉維亞的功勞呢。
W1G1_Ending_10	我本來想當面謝謝他\n讓我恢復原狀的……
W1G1_Ending_08	好，\n祭典終於要進入尾聲了。
W1G1_Ending_11	{[0200]}讓我們心懷感激對摺紙說聲……\x0f\x02\0\n{[0200]}謝謝！\x0f\x02\0
W1G2.msbt
W1G2_1	哇～\n這裡到處都是花，\n好漂亮呀～！{[0004]}洋溢著花的芬芳，\n連太陽公公也暖洋洋的，\n總覺得讓人心情變得很好呢～
W1G2_104	實在是太舒服了，\n我們不如在這裡野餐吧？{[0004]}{[0101]}啊，不行！高興過了頭，\n差點就把神祇膠帶的事情給忘了！
W1G2_109	被藏在草叢中久了，\n感覺自己也變成一株小草。\n就連顏色都變綠了……
W1G2_226	……哎呀，不行不行。\n我們要往好處想，繼續加油！{[0004]}說到加，你有按開過選單嗎？{[0004]}那裡不但能裝備武器和使用道具，\n還能看到各種情報，超方便的！{[0004]}建議你可以按開開看選單喔！\n我想一定會派上用場的！
W1G2_202	這裡是太陽公公當空照，\n花草樹木對你笑的郊遊之路。
W1G2_113	我被摺起來了。\n謝謝你救了我。
W1G2_112	我被摺起來了！\n可惡——！
W1G2_111	我被摺起來了……\n太過分了……
W1G2_114	我差點就被摺起來了。
W1G2_110	我就這樣被捲起來塞進去，\n完全無法抵抗。
W1G2_115	我被捲起來塞到這種地方，\n完全無法抵抗。\n鎚子還真是好用呢。
W1G2_38	我努力綻放出花朵，\n但誰都沒有注意到。
W1G2_207	看來只要努力，\n就一定會有人注意到我呢。
W1G2_138	嚇到了嗎？\n即使在洞裡也能開出花喔。
W1G2_208	不論在何處我都能綻放。
W1G2_121	謝謝你救了我。但是，\n我停止不了想拍動的心情！
W1G2_205	我停止不了想拍動的心情！
W1G2_124	雖然我很累了，\n但還是停不下來……
W1G2_204	好累喔……
W1G2_122	即使變回了奇諾比奧，\n只要努力一定能飛起來！
W1G2_206	呼！哈！\n只要努力一定能飛起來！
W1G2_123	拍動翅膀很有趣唷。\n瑪利歐要不要也來試試？
W1G2_203	瑪利歐要不要也一起來啊？
W1G2_102	啊，瑪利歐，\n早安。{[0004]}今日我們遠道而來，\n是為了朝拜我們慢慢龜的英雄唷。
W1G2_2	{[0200]}{size[9600]}不好啦～！{size[6400]}\x0f\x02\0
W1G2_3	不好啦！\n不好啦！\n大事不好啦！
W1G2_4	咦！？\n情況有那麼不好嗎！？\n那還真是不好了！
W1G2_105	不好啦！
W1G2_6	{[0200]}{[0301|9a99993e]}邂逅神祇的奇妙之旅\x0f\x03\x01\x0f\x02\0\n{[0200]}{color[795c1dff]}{size[9600]}地神祇寺{size[6400]}{color[404040ff]}\x0f\x02\0\n{[0200]}通往{color[0677ebff]}靈界{color[404040ff]}的{color[cf2c12ff]}入口→→→{color[404040ff]}\x0f\x02\0
W1G2_66	啊，瑪利歐！\n不好啦！{[0004]}偉大的地神祇居住的地方，\n入口的大門被關上啦！
W1G2_85	如果不裝上５顆神聖的烏龜球球，\n入口的大門是打不開的！{[0004]}而那個球竟然有４顆都不見了，\n更糟的是，那邊有個傢伙\n正想搶走最後的一顆！
W1G2_151	但是我們不擅長打架，\n根本就束手無策。\n畢竟我們是慢慢龜！
W1G2_86	瑪利歐好強啊！\n說不定只差地神祇一點點而已！
W1G2_209	可是剩下的４顆烏龜球球\n還是不知道被帶到哪去了。\n傷腦筋啊、傷腦筋啊……
W1G2_210	居然把那麼重要的球球給帶走，\n摺紙兵也太過分了。{[0004]}不過，總覺得烏龜球球\n應該不在這附近了。
W1G2_88	剩下的４顆烏龜球球到底在哪裡？\n傷腦筋啊、傷腦筋啊……
W1G2_90	謝謝你！\n剩下的３顆也拜託你了。
W1G2_92	謝謝你！\n還剩下２顆。
W1G2_94	謝謝你！\n剩１顆了。
W1G2_98	謝謝你！\n瑪利歐，你先請吧！
W1G2_99	謝謝你！\n你一定會得到保佑的！
W1G2_44	咦？瑪利歐，總覺得你好像\n比平常更加時髦且帥氣呢。{[0004]}難不成你身上配戴了飾品？{[0004]}你竟然知道要打開選單\n來配戴飾品，真不愧是瑪利歐呢。
W1G2_216	我也要在身上配戴飾品，\n目標是成為時髦的奇諾比奧。
W1G2_47	我忘記裝備武器結果被打倒了。{[0004]}瑪利歐，你有裝備好武器嗎？\n俗話說有備無患嘛。
W1G2_229	開心、動心、深得你心！\n要不要來買些飾品啊？{[0004]}我平時在奇諾比奧鎮做買賣，\n等你回來時一定要來看看喔。
W1G2_50	得救啦——！\n你一次救了我們那麼多人，\n真是太感謝了～！{[0004]}只要在戰鬥中按，\n我們就會盡全力支援你喔～！
W1G2_51	得救啦——！
W1G2_52	需要支援時按！
W1G2_49	肚子好餓，使不出力氣……{[0004]}我好想像瑪利歐一樣，\n按就能立刻使用蘑菇喔。
W1G2_16	哎呀呀！\n這麼可愛的屋子竟然\n被神祇膠帶給纏住了。{[0004]}看來裡面的人一定也覺得很困擾。
W1G2_18	喂～！\n可愛小屋裡面的人～！{[0004]}等我們解決了神祇膠帶之後，\n會再來拜訪你喔～！\n在那之前你要加油喔～！
W1G2_19	好了！\n這樣屋子裡的人也能\n暫時放心了呢！
W1G2_126	找我有什麼事嗎？{[0004]}那間屋子，\n住著很古怪的奇諾比奧。{[0004]}那個奇怪的傢伙\n熱衷於製造奇怪的機器。{[0004]}現在因為那些紅色膠帶，\n完全進不去屋子裡。\n你們看了就知道了。
W1G2_127	那間屋子，\n住著很古怪的奇諾比奧。{[0004]}現在因為那些紅色膠帶，\n完全進不去屋子裡。\n你們看了就知道了。
W1G2_157	那間屋子的奇諾比奧\n可不是一般的古怪。
W1G2_213	好險啊——！\n竟然能在十萬水急的情況下\n在水上奔跑，我自己都嚇了一跳！
W1G2_23	……沒錯。全部都是奇諾比奧。{[0004]}請別感到那麼失望，\n救救那些可憐的奇諾比奧吧。
W1G2_20	汪汪！\n我平時在奇諾比奧鎮\n研究戰鬥！{[0004]}為了對付未來更加棘手的敵人，\n要不要來大博物館旁的戰鬥研究所\n訓練一下啊！？
W1G2_22	咦——？\n我們好不容易才來到這裡，\n又要回去鎮上了嗎？
W1G2_24	如果是那樣，那前方的觀景山\n似乎有根能夠立刻回到鎮上的\n稀奇水管喔！{[0004]}好了，我在研究所等你們喔，汪！
W1G2_26	啊，我們正在舉辦活動，\n現在入會的客人可以獲得好禮喔！
W1G2_25	能拿到好禮聽起來也許不壞？\n應該說很棒才對。
W1G2_190	謝謝你救了我！\n趁這個機會，\n我要繼續鍛鍊看看！
W1G2_191	嗯——可以鍛鍊一下上臂！
W1G2_194	謝謝泥！
W1G2_214	我滿嘴都是沙。
W1G2_220	信箱裡面超黑的。\n\n{[0202]}奇諾比奧\x0f\x02\x02
W1G2_221	信箱裡面超窄的。\n\n{[0202]}奇諾比奧\x0f\x02\x02
W1G2_222	信箱裡面又黑又窄。\n\n{[0202]}奇諾比奧\x0f\x02\x02
W1G2_212	多虧了教授的發明，\n我終於找回遺失的東西了。\n謝謝你。{[0202]}奇諾比奧\x0f\x02\x02
W1G2_41	原來這樣就能拿到\n卡在樹上的東西了。\n我學到一課了！
W1G2_42	瑪利歐，難不成你邊走\n邊把所有的樹都敲過一遍嗎？
W1G2_137	我一直窩在這個洞裡。
W1G2_43	外面也很舒服呢！\n我決定不要窩在洞裡了。
W1G2_195	咦？\n原來是瑪利歐啊。\n剛剛不由自主地逃跑了。{[0004]}這個是在洞裡面找到的，\n你就把這個當作謝禮吧。
W1G2_196	地底下居然有金幣……\n難道這就是埋藏在地底的寶藏？
W1G2_225	這個應該裝不上去。
W1G2_227	好厲害——！\n不愧是烏龜球球{[0101]}呢！{[0004]}這下入口總算打開了，\n也許我們終於能見到地神祇了？
W1G2_231	是烏龜球球。
W1G2_228	啊，像這樣的洞穴我就不進去了。
Event_Powerup_03	那個，瑪利歐，\n我想看看ＨＰ提升後\n是不是真的有變得比較強。{[0004]}像栗寶寶這種程度的敵人，\n現在的瑪利歐應該不需要戰鬥，\n光靠鎚子或踩踏就能解決了。
W1G2_9	沒有看見管理員耶。\n我想他應該是在地神祇寺裡……
W1G2_10	非常感謝你之前救了我。{[0004]}不過工作人員好像還沒到齊呢。\n是不是跑到哪裡去偷懶了？
W1G2_11	多虧了瑪利歐的幫忙，\n工作人員全都回來了。\n很好，卯足全力賺錢囉——！
W1G2_8	歡迎光臨！\n感謝您蒞臨地神祇寺。{[0004]}我們擴張、翻修了尊像後的空間，\n重新開始營業了。
W1G2_67	要不要來點爆米花啊？\n一份１００金幣喔——{[0104|12007900650073006e006f005f006200750079000100000000000000]}
W1G2_133	你真的不來份爆米花嗎？
W1G2_189	金幣不夠喔——
W1G2_128	好喔——謝謝惠顧！\n我這就去準備喔。
W1G2_81	爆！
W1G2_129	米花……
W1G2_69	爆米花……賣光了。
W1G2_198	{[0200]}開心、動心、深得你心\x0f\x02\0\n{[0200]}{color[7a44a9ff]}{size[4b00]}♦{size[6400]}{size[6e00]}♦{size[6400]}{size[9600]}♦飾品♦{size[6400]}{size[6e00]}♦{size[6400]}{size[4b00]}♦{size[6400]}{color[404040ff]}\x0f\x02\0
W1G2_59	不好意思，這個不是拿來賣的。{[0004]}像這種一堆稜稜角角的蘑菇，\n應該不會有人想要吧？
W1G2_60	我可不是蘑菇！\n我是奇諾比奧！
W1G2_61	原來是被摺成蘑菇的奇諾比奧啊。
W1G2_219	終於能盡情觀光了。\n要不要順便買些禮物呢～
W1G2_199	來算一下今天的運勢吧！\n{[0200]}{size[9600]}龜龜神籤{size[6400]}\x0f\x02\0\n{[0202]}１次１００金幣\x0f\x02\x02
W1G2_72	什麼時候有這個商品了？\n我們的店不會賣這種\n奇怪的角色商品啊。
W1G2_79	抽１次神籤１００金幣。\n可以算出今天的運勢唷。{[0104|0e0057003100470032005f00380034000100000000000000]}
W1G2_84	抽籤\n退出
W1G2_166	這樣啊。\n明明很準的說。
W1G2_167	金幣不夠唷。
W1G2_165	會出什麼籤呢～？
W1G2_83	\n{[0200]}鏘！籤出來了！\x0f\x02\0
W1G2_168	{color[cf2c12ff]}{[0200]}{size[6e00]}◆◆◆◆◆　大吉　◆◆◆◆◆{size[6400]}\x0f\x02\0\n{[0200]}說不定能成為超級大富翁。\x0f\x02\0{color[404040ff]}\n{size[6e00]}{color[cf2c12ff]}{[0200]}◆◆◆◆◆◆◆◆◆◆◆◆◆◆\x0f\x02\0{color[404040ff]}{size[6400]}
W1G2_169	{color[cf2c12ff]}{[0200]}{size[6e00]}◆◆◆◆◆　大吉　◆◆◆◆◆{size[6400]}\x0f\x02\0\n{[0200]}說不定能撿到好東西。\x0f\x02\0{color[404040ff]}\n{size[6e00]}{color[cf2c12ff]}{[0200]}◆◆◆◆◆◆◆◆◆◆◆◆◆◆\x0f\x02\0{color[404040ff]}{size[6400]}
W1G2_170	{color[cf2c12ff]}{[0200]}{size[6e00]}◆◆◆◆◆　大吉　◆◆◆◆◆{size[6400]}\x0f\x02\0\n{[0200]}身體狀況超級好！\x0f\x02\0{color[404040ff]}\n{size[6e00]}{color[cf2c12ff]}{[0200]}◆◆◆◆◆◆◆◆◆◆◆◆◆◆\x0f\x02\0{color[404040ff]}{size[6400]}
W1G2_171	{color[cf2c12ff]}{[0200]}{size[6e00]}◆◆◆◆◆　大吉　◆◆◆◆◆{size[6400]}\x0f\x02\0\n{[0200]}力量不斷湧現，也許現在天下無敵。\x0f\x02\0{color[404040ff]}\n{size[6e00]}{color[cf2c12ff]}{[0200]}◆◆◆◆◆◆◆◆◆◆◆◆◆◆\x0f\x02\0{color[404040ff]}{size[6400]}
W1G2_172	{color[e67928ff]}{[0200]}{size[6e00]}◆◆◆◆◆　中吉　◆◆◆◆◆{size[6400]}\x0f\x02\0\n{[0200]}說不定會被什麼人稱讚。\x0f\x02\0\n{size[6e00]}{[0200]}◆◆◆◆◆◆◆◆◆◆◆◆◆◆\x0f\x02\0{size[6400]}{color[404040ff]}
W1G2_173	瑪利歐，好帥喔！{[0101]}
W1G2_174	{color[e67928ff]}{[0200]}{size[6e00]}◆◆◆◆◆　中吉　◆◆◆◆◆{size[6400]}\x0f\x02\0\n{[0200]}說不定能成為有錢人。\x0f\x02\0\n{size[6e00]}{[0200]}◆◆◆◆◆◆◆◆◆◆◆◆◆◆\x0f\x02\0{size[6400]}{color[404040ff]}
W1G2_175	{color[e67928ff]}{[0200]}{size[6e00]}◆◆◆◆◆　中吉　◆◆◆◆◆{size[6400]}\x0f\x02\0\n{[0200]}說不定會撿到東西。\x0f\x02\0\n{size[6e00]}{[0200]}◆◆◆◆◆◆◆◆◆◆◆◆◆◆\x0f\x02\0{size[6400]}{color[404040ff]}
