album.msbt
armor.msbt
Fighter00	見習鎧甲
MapTalk_QuestNPC_00_00	啦啦啦♪
MapTalk_QuestNPC_00_01	哼哼哼♪
MapTalk_QuestNPC_00_02	一起來\n唱歌吧♪
MapTalk_QuestNPC_00_03	{[0e00|01cd0000]}嗯、嗯……\n聲音的狀態有點……
MapTalk_QuestNPC_00_04	{[0e00|01cd0000]}{[0300|01cd]}\n聲音真好聽。
MapTalk_QuestNPC_00_05	{[0e00|01cd0000]}我的歌聲\n是最棒的。
MapTalk_QuestNPC_01_00	戰鬥也是\n運動的一種。
MapTalk_QuestNPC_01_01	汗流浹背……
MapTalk_QuestNPC_01_02	做好熱身運動了嗎？
MapTalk_QuestNPC_01_03	{[0e00|01cd0000]}比賽跑，\n我是不會輸的。
MapTalk_QuestNPC_01_04	{[0e00|01cd0000]}回去要\n鍛鍊肌肉才行。
MapTalk_QuestNPC_02_00	在名為人生的\n舞台上……
MapTalk_QuestNPC_02_01	我就是主角！
MapTalk_QuestNPC_02_02	{[0e00|01cd0000]}用演技\n來過關吧。
MapTalk_QuestNPC_02_03	演戲真開心。
MapTalk_QuestNPC_02_04	{[0e00|01cd0000]}難道我\n不會演戲……？
MapTalk_QuestNPC_03_00	逗人笑\n還真難啊。
MapTalk_QuestNPC_03_01	好害怕\n沒笑點。
MapTalk_QuestNPC_03_02	搞什麼啦！
MapTalk_QuestNPC_03_04	{[0e00|01cd0000]}如果不好笑……
MapTalk_QuestNPC_03_05	比起自己笑，\n我更想逗人笑。
MapTalk_QuestNPC_03_03	你想看我想的\n新橋段嗎？想看嗎？
MapTalk_QuestNPC_04_00	樂器\n真的好貴。
MapTalk_QuestNPC_04_01	{[0e00|01cd0000]}好想演奏一曲。
MapTalk_QuestNPC_04_02	{[0e00|01cd0000]}想保養一下\n樂器。
MapTalk_QuestNPC_04_03	{[0300|01cd]}\n會演奏樂器嗎？
MapTalk_QuestNPC_04_04	要來演奏會喔。
MapTalk_QuestNPC_05_00	武術之道\n是非常艱辛的。
MapTalk_QuestNPC_05_01	格鬥技\n是運動嗎？
MapTalk_QuestNPC_05_02	哈！
MapTalk_QuestNPC_05_03	{[0e00|01cd0000]}{[0300|01cd]}\n在鍛鍊啊……
MapTalk_QuestNPC_05_04	{[0e00|01cd0000]}我討厭疼痛。
MapTalk_QuestNPC_06_01	來跳舞吧！
MapTalk_QuestNPC_06_02	{[0e00|01cd0000]}上課\n要來不及了。
MapTalk_QuestNPC_06_03	1、2～\n1、2～
MapTalk_QuestNPC_06_04	大家一起\n來跳舞吧♪
MapTalk_QuestNPC_06_05	{[0e00|01cd0000]}跳太久了，\n肌肉好痛……
MapTalk_QuestNPC_07_00	開始冒險吧！
MapTalk_QuestNPC_07_01	激發起\n冒險心了。
MapTalk_QuestNPC_07_02	{[0e00|01cd0000]}偶爾也想\n休息一下……
MapTalk_QuestNPC_07_03	有沒有\n稀有怪物呢？
MapTalk_QuestNPC_07_04	我們都是\n冒險家。
MapTalk_QuestNPC_08_00	好喔，好喔～
MapTalk_QuestNPC_08_01	{[0e00|01cd0000]}好想把{[0300|01cd]}\n挖角過來。
MapTalk_QuestNPC_08_02	來試試看吧！
MapTalk_QuestNPC_08_03	{[0e00|01cd0000]}當導演\n真辛苦……
MapTalk_QuestNPC_08_04	{[0e00|01cd0000]}導演是什麼呢？
MapTalk_QuestNPC_09_00	我會料理得\n很好吃的。
MapTalk_QuestNPC_09_01	我喜歡做料理，\n也喜歡品嘗料理。
MapTalk_QuestNPC_09_02	我要請\n{[0300|01cd]}吃。
MapTalk_QuestNPC_09_03	{[0300|01cd]}\n喜歡料理嗎？
MapTalk_QuestNPC_09_04	{[0e00|01cd0000]}有點擔心\n保存期限……
MapTalk_QuestNPC_10_00	我跟你說喔。
MapTalk_QuestNPC_10_01	{[0e00|01cd0000]}會很吵嗎……？
MapTalk_QuestNPC_10_02	聊天真開心！
MapTalk_QuestNPC_10_03	{[0e00|01cd0000]}說太多話了，\n下巴好痛……
MapTalk_QuestNPC_10_04	不要說\n負面的事喔。
MapTalk_QuestNPC_11_00	大家聽我說！
MapTalk_QuestNPC_11_01	為了迷托邦，\n我們能做什麼呢？
MapTalk_QuestNPC_11_02	我是這麼想的！
MapTalk_QuestNPC_11_03	腹式呼吸\n就是發聲的基礎。
MapTalk_QuestNPC_11_04	{[0300|00cd]}\n也說得很好啊。
MapTalk_QuestNPC_12_00	好想\n做點東西啊。
MapTalk_QuestNPC_12_01	好像能用那個\n做點什麼。
MapTalk_QuestNPC_12_02	浮現出\n各種想法。
MapTalk_QuestNPC_12_03	{[0e00|01cd0000]}{[0300|01cd]}的武器\n做得真不錯……
MapTalk_QuestNPC_12_04	{[0e00|01cd0000]}{[0300|01cd]}的衣服\n製作得很粗糙喔。
MapTalk_QuestNPC_13_00	景色真美。\n好想把它畫下來喔。
MapTalk_QuestNPC_13_01	{[0e00|01cd0000]}以{[0300|01cd]}\n當模特兒……
MapTalk_QuestNPC_13_02	{[0e00|01cd0000]}啊，顏料\n用完了。
MapTalk_QuestNPC_13_03	畫畫真開心！
MapTalk_QuestNPC_13_04	{[0e00|01cd0000]}好想畫正在戰鬥的\n{[0300|01cd]}……
MapTalk_QuestNPC_13_05	{[0e00|01cd0000]}一畫就畫到\n天亮了……
MapTalk_QuestNPC_14_00	我在圖鑑裡\n看過那隻怪物！
MapTalk_QuestNPC_14_01	書本裡有著\n一切知識。
MapTalk_QuestNPC_14_02	熬夜讀書了。
MapTalk_QuestNPC_14_03	{[0e00|01cd0000]}{[0300|01cd]}\n懂得真多……
MapTalk_QuestNPC_14_04	旅行也是\n一種學習啊。
MapTalk_QuestNPC_15_00	來寫冒險記吧！
MapTalk_QuestNPC_15_01	喜歡寫作嗎？
MapTalk_QuestNPC_15_02	{[0e00|01cd0000]}下不了筆……
MapTalk_QuestNPC_15_03	讓我採訪\n{[0300|01cd]}吧。
MapTalk_QuestNPC_15_04	要讀我的書喔。
MapTalk_QuestNPC_16_00	打扮得這麼好看，\n是要給誰看呢？
MapTalk_QuestNPC_16_01	{[0300|01cd]}\n真時髦。
MapTalk_QuestNPC_16_02	今天的心情\n是水藍色的搭配。
MapTalk_QuestNPC_16_03	{[0e00|01cd0000]}{[0300|01cd]}的\n武器好老套……
MapTalk_QuestNPC_16_04	{[0e00|01cd0000]}好想要\n{[0300|01cd]}的衣服……
MapTalk_QuestNPC_17_00	不管多少\n都吃得下。
MapTalk_QuestNPC_17_01	不覺得很香嗎？
MapTalk_QuestNPC_17_02	還不能吃飯嗎？
MapTalk_QuestNPC_17_03	{[0e00|01cd0000]}{[0300|01cd]}\n喜歡吃什麼呢……？
MapTalk_QuestNPC_17_04	{[0e00|01cd0000]}那隻怪物\n好像很好吃……
MapTalk_QuestNPC_17_05	要小心\n不能吃太多。
MapTalk_QuestNPC_Cmn_00	去看看吧！
MapTalk_QuestNPC_Cmn_01	就靠你囉。
MapTalk_QuestNPC_Cmn_02	{[0e00|01cd0000]}{[0300|01cd]}\n好厲害。
MapTalk_QuestNPC_Cmn_03	{[0e00|01cd0000]}我有\n幫上忙嗎？
MapTalk_QuestNPC_Cmn_04	{[0e00|01cd0000]}{[0300|01cd]}\n很有名嗎？
MapTalk_QuestNPC_Cmn_05	{[0e00|01cd0000]}其實我\n不擅長戰鬥……
MapTalk_QuestNPC_Cmn_06	我是{[0f01|00cd]}。
MapTalk_QuestNPC_Cmn_07	{[0e00|01cd0000]}我想加入你們……
MapTalk_QuestNPC_Cmn_08	報酬會\n很豐厚的。
MapTalk_QuestNPC_Cmn_09	我也要\n來戰鬥！
MapTalk_QuestNPC_Cmn_10	{[0e00|01cd0000]}找到\n不錯的人……
MapTalk_QuestNPC_Cmn_11	{[0e00|01cd0000]}還沒到\n目的地嗎……
MapTalk_QuestNPC_Cmn_12	{[0e00|01cd0000]}我沒有妨礙到\n你們吧……？
MapTalk_QuestNPC_Cmn_13	謝謝你\n救了我～
MapTalk_Pogi_Horse_00	好舒服。
MapTalk_Pogi_Horse_01	{[1900]}\n跑得好快！
MapTalk_Pogi_Horse_02	風吹得好舒服。
MapTalk_Pogi_Horse_03	狀態很好啊。
MapTalk_Pogi_Horse_04	好想一直騎馬。
MapTalk_Pogi_Horse_05	前進前進！
MapTalk_Pogi_Horse_06	哇～
MapTalk_Pogi_Horse_07	好開心！
MapTalk_Pogi_Horse_08	摸一摸。
MapTalk_Pogi_Horse_09	好乖好乖。
MapTalk_Pogi_Horse_10	{[1900]}，\n謝謝你。
MapTalk_Pogi_Horse_11	{[1900]}\n活力充沛！
MapTalk_Pogi_Horse_12	{[1900]}\n真可愛。
MapTalk_Pogi_Horse_13	{[1900]}～\n{[1900]}～
MapTalk_Pogi_Horse_14	上吧上吧，\n{[1900]}！
MapTalk_Pogi_Ans_Horse_00	是這樣嗎？
MapTalk_Pogi_Ans_Horse_01	挺好的。
MapTalk_Pogi_Ans_Horse_02	是啊～
MapTalk_Pogi_Ans_Horse_03	原來如此。
MapTalk_Pogi_Ans_Horse_04	果然是這樣？
MapTalk_Pogi_Ans_Horse_05	太謙虛了。
MapTalk_Pogi_Ans_Horse_06	真是活力充沛。
MapTalk_Pogi_Ans_Horse_07	喔喔。
MapTalk_Pogi_Ans_Horse_08	咦？
MapTalk_Pogi_Ans_Horse_09	不錯耶。
MapTalk_Pogi_Ans_Horse_10	OK～
MapTalk_Pogi_Ans_Horse_11	你剛剛說什麼？
MapTalk_Pogi_Ans_Horse_12	啊哈哈～
MapTalk_Pogi_Ans_Horse_13	厲害！
MapTalk_Pogi_Ans_Horse_14	真有你的！
MapTalk_Nega_Horse_00	快掉下來了。
MapTalk_Nega_Horse_01	好晃！
MapTalk_Nega_Horse_02	好暈。
MapTalk_Nega_Horse_03	哇哇！
MapTalk_Nega_Horse_04	屁股好痛～
MapTalk_Nega_Horse_05	有點想睡。
MapTalk_Nega_Horse_06	一直磨到\n屁股啊。
MapTalk_Nega_Horse_07	搖搖晃晃～
MapTalk_Nega_Horse_08	{[1900]}，\n冷靜一點。
MapTalk_Nega_Horse_09	{[1900]}，\n乖。
MapTalk_Nega_Horse_10	這裡是哪裡？
MapTalk_Nega_Horse_11	我剛剛睡著了。
MapTalk_Nega_Horse_12	屁股要\n裂開了。
MapTalk_Nega_Horse_13	{[1900]}，\n好晃～
MapTalk_Nega_Horse_14	腰好痛啊。
MapTalk_Nega_Ans_Horse_00	那可不一定。
MapTalk_Nega_Ans_Horse_01	我懂。
MapTalk_Nega_Ans_Horse_02	嗯？
MapTalk_Nega_Ans_Horse_03	別在意啦。
MapTalk_Nega_Ans_Horse_04	哈哈哈。
MapTalk_Nega_Ans_Horse_05	向前看吧。
MapTalk_Nega_Ans_Horse_06	不要輸～
MapTalk_Nega_Ans_Horse_07	不錯吧。
MapTalk_Nega_Ans_Horse_08	喂～
MapTalk_Nega_Ans_Horse_09	咦～
MapTalk_Nega_Ans_Horse_10	偶爾會這樣呢。
MapTalk_Nega_Ans_Horse_11	算了算了。
MapTalk_Nega_Ans_Horse_12	那不太好吧。
MapTalk_Nega_Ans_Horse_13	打起精神來。
MapTalk_Nega_Ans_Horse_14	{[1900]}，\n你覺得呢？
MapTalk_Other_Horse_00	{[0e00|01cd0000]}來打掃\n馬廄吧。
MapTalk_Other_Horse_01	{[0e00|01cd0000]}{[1900]}，\n你好香啊。
MapTalk_Other_Horse_02	{[0e00|01cd0000]}{[1900]}\n好溫暖。
MapTalk_Other_Horse_03	{[0e00|01cd0000]}{[1900]}\n毛茸茸的。
MapTalk_Other_Horse_04	嘶嘶！
MapTalk_Other_Horse_05	好乖好乖。
MapTalk_Other_Horse_06	{[0e00|01cd0000]}要記得買\n胡蘿蔔。
MapTalk_Other_Horse_07	{[0e00|01cd0000]}要記得買\n蘋果。
MapTalk_Other_Horse_08	{[1900]}，\n加油！
MapTalk_Other_Horse_09	風馳電掣！
MapTalk_Other_Horse_10	{[1900]}，\n你餓了嗎？
MapTalk_Other_Horse_11	{[0e00|01cd0000]}{[1900]}\n看起來很高興。
MapTalk_Other_Horse_12	{[1900]}，\n會癢嗎？
MapTalk_Other_Horse_13	{[1900]}，\n會冷嗎？
MapTalk_Other_Horse_14	{[1900]}，\n會熱嗎？
MapTalk_Other_Ans_Horse_00	原來如此。
MapTalk_Other_Ans_Horse_01	我聽不到～
MapTalk_Other_Ans_Horse_02	抱歉。
MapTalk_Other_Ans_Horse_03	那個啊～
MapTalk_Other_Ans_Horse_04	倒也不是。
MapTalk_Other_Ans_Horse_05	我沒印象耶。
MapTalk_Other_Ans_Horse_06	贊成！
MapTalk_Other_Ans_Horse_07	鬃毛\n很蓬鬆。
MapTalk_Other_Ans_Horse_08	{[0e00|01cd0000]}是什麼來著？
MapTalk_Other_Ans_Horse_09	哎呀～
MapTalk_Other_Ans_Horse_10	{[0e00|01cd0000]}好想吃點心。
MapTalk_Other_Ans_Horse_11	{[0e00|01cd0000]}好緊張。
MapTalk_Other_Ans_Horse_12	嘿嘿～
MapTalk_Other_Ans_Horse_13	可以嗎？
MapTalk_Other_Ans_Horse_14	好啊好啊。
MapTalk_Run_Horse_00	好快，\n好快～！
MapTalk_Run_Horse_01	頭髮都亂了～
MapTalk_Run_Horse_02	嗚喔～！
MapTalk_Run_Horse_03	超越時空！
MapTalk_Run_Horse_04	速度好快！
MapTalk_Run_Horse_05	大家都有\n跟上來嗎？
MapTalk_Run_Horse_06	{[0e00|01cd0000]}好像要\n飛起來了。
MapTalk_Run_Horse_07	哇～哇～
MapTalk_Run_Horse_08	{[0e00|01cd0000]}咿啊啊啊。
MapTalk_Run_Horse_09	我先走囉～
MapTalk_Run_Horse_10	衝啊～！
MapTalk_Run_Horse_11	{[0e00|01cd0000]}眼睛好乾。
MapTalk_Run_Horse_12	{[0e00|01cd0000]}腰好痠……
MapTalk_Run_Horse_13	{[0e00|01cd0000]}大家沒事吧？
MapTalk_Run_Horse_14	{[0e00|01cd0000]}要掉下去了～
MapTalk_Alone_Horse_00	{[0e00|01cd0000]}好可怕……
MapTalk_Alone_Horse_01	總會有辦法的。
MapTalk_Alone_Horse_02	咻咻～♪
MapTalk_Alone_Horse_03	{[0e00|01cd0000]}嗯，算了。
MapTalk_Alone_Horse_04	{[0e00|01cd0000]}好渴啊。
MapTalk_Alone_Horse_05	{[0e00|01cd0000]}搖搖晃晃。
MapTalk_Alone_Horse_06	啦～啦啦～♪
MapTalk_Alone_Horse_07	{[0e00|01cd0000]}跟{[1900]}\n在一起。
MapTalk_Alone_Horse_08	{[1900]}，\n會累嗎？
MapTalk_Alone_Horse_09	跟{[1900]}\n一起旅行。
MapTalk_Alone_Horse_10	{[0e00|01cd0000]}有{[1900]}在\n真的太好了。
MapTalk_Alone_Horse_11	{[1900]}，\n加油吧。
MapTalk_Alone_Horse_12	{[1900]}，\n是不是很寂寞？
MapTalk_Alone_Horse_13	{[0e00|01cd0000]}{[1900]}\n會怎麼想呢？
MapTalk_Alone_Horse_14	{[1900]}\n明白嗎？
CutInHorseStreetRide	騎馬
CutInHorseStreetRide2	騎馬Ⅱ
CutInTitleLove	第一次的喜歡行為！
map_event.msbt
Lyt_Btn_Quest_Drink	喝
Lyt_Btn_Quest_NotDrink	不喝
Lyt_Btn_Quest_ForceDrink	還是要喝
Lyt_Btn_Quest_NotForceDrink	算了
quarrel00_00	因為旅行的疲勞，讓氣氛很緊張。
quarrel00_01	兩人和好了！
quarrel00_02	{[0300|02cd]}無辜受到牽連……\n但不知為何和好了！
quarrel00_03	兩人的關係變好了！
quarrel00_05	兩人的關係更加緊張了！
quarrel00_04	{[0300|01cd]}不願意道歉！
quarrel00_23	{[0300|02cd]}無辜受到牽連！
quarrel00_06	小心一點啦！
quarrel00_07	你才是！
quarrel00_08	算了算了。
quarrel00_09	對不起。
quarrel00_10	我才該道歉。
quarrel00_11	不要妨礙我！
quarrel00_12	你才不要妨礙我！
quarrel00_13	那個……
quarrel00_14	剛才對不起。
quarrel00_15	我才該道歉……
quarrel00_16	那就算了吧！
quarrel00_17	吃下這個，\n冷靜一下吧。
quarrel00_18	{[1201]}嚼嚼。
quarrel00_19	呼。
quarrel00_20	謝謝你。
quarrel00_21	嗯……
quarrel00_22	好吵啊！
quarrel03_00	因為旅行的疲勞，讓氣氛很緊張。
quarrel03_02	小心一點啦！
quarrel03_03	你才是！
quarrel03_04	唔！
quarrel03_05	嗚！
quarrel03_06	哼！
drink00_00	啊……
drink00_01	{[0300|00cd]}撿到了飲料。
drink00_02	該怎麼辦呢？
drink00_03	真危險……
drink00_04	我不要！
drink00_05	喝下去好了！
drink00_06	我不客氣了～
drink00_08	嗚哇～
drink00_12	噗哈。
drink00_13	味道好怪……
drink00_14	嘿！
drink00_15	{[1200|2600530045005f0043004d004e005f004d00490049005f0053005500520050005200490053004500]}{[1201]}！！
drink00_19	唔！
drink00_09	丟進垃圾桶了。
drink00_10	超級難喝！
drink00_11	喝得津津有味！
drink00_16	簡直是劇毒……！
drink00_17	充滿了力量！
irritation00_00	{[0300|00cd]}累得搖搖晃晃的。
irritation00_01	{[0300|00cd]}對{[0300|01cd]}\n很生氣！
irritation00_02	對不起～
banana00_00	大口吃下HP香蕉！
banana00_00_01	大口吃下HP香蕉！
banana00_01	拿出了HP香蕉！
banana00_02	兩個人一起吃了HP香蕉！
banana00_03	大家一起吃了HP香蕉！
banana00_04	呼呼。
banana00_05	很好。
banana00_06	等一下。
banana00_07	久等了。
banana00_08	{[0300|01cd]}，\n沒事吧？
banana00_09	我的HP香蕉給你。
banana00_10	謝謝你！
banana00_11	{[0300|01cd]}，\n等一下。
banana00_12	{[1201]}盯。
banana00_13	給你一半吧。
banana00_14	好好吃！
banana00_15	休息一下吧。
banana00_16	雖然不多，\n但一起吃吧。
banana00_17	謝謝款待！
fall00_00	{[1200|2600530045005f0043004d004e005f004d00490049005f0053005500520050005200490053004500]}{[1201]}！！
fall00_01	嗚……
fall00_02	沒事吧？
fall00_03	謝謝你！
fall00_04	{[0300|01cd]}牽起了\n{[0300|00cd]}的手。
fall00_05	{[0300|00cd]}感謝了\n{[0300|01cd]}！
fall00_07	{[0300|00cd]}感謝了\n{[0300|02cd]}！
fall00_09	{[0300|00cd]}感謝了\n{[0300|03cd]}！
fall00_10	誰來幫忙？
fall00_14	{[0300|01cd]}沒有注意到。
fall00_15	{[0300|02cd]}沒有注意到。
fall00_16	{[0300|03cd]}沒有注意到。
fall00_17	反而是{[0300|01cd]}來幫忙了！
fall00_18	反而是{[0300|02cd]}來幫忙了！
fall00_19	反而是{[0300|03cd]}來幫忙了！
dig00_00	挖挖看
dig00_01	不挖
dig00_02	繼續挖
dig00_03	放棄
dig00_04	還要挖
dig00_05	挖更深
dig00_06	好像埋著什麼……
dig00_07	好！
dig00_08	嗯？
dig00_09	真幸運！
dig00_10	咦？
dig00_11	哈啊、哈啊。
dig00_12	放棄好了。
dig00_13	……算了。
dig00_14	不應該這樣的！
dig00_15	還能繼續！
dig00_16	好奇怪。
dig00_17	呼、呼……
dig00_18	這次要認真了！
dig00_19	怎麼會……
dig00_20	{[0e01]}{[1201]}……
dig00_21	不會放棄的！
dig00_22	已經沒有\n力氣了……
dig00_23	挖到了MP糖果！
dig00_25	什麼都沒有挖到。
dig00_26	還是什麼都沒有挖到。
dig00_27	仍然什麼都沒有挖到。
dig00_28	挖到了HP香蕉！
dig00_30	挖到了錢！
dig00_35	挖到了零錢！
dig00_36	挖到了大量的錢！
dig00_39	啦啦啦，\n真幸運！
dig00_40	怪物出現了！
digQuest_00	是寶石嗎？
digQuest_01	找到了！
digQuest_02	不對……
digQuest_03	真可惜，看來不是這裡。
rival00_00	{[0300|01cd]}很在意\n{[0300|00cd]}。
rival00_01	{[0300|02cd]}也很在意\n{[0300|00cd]}。
rival00_02	唔！
rival00_03	唔唔！
rival00_04	你們兩個怎麼了？
rival00_05	沒事……
rival00_06	什麼事\n都沒有。
rival01_00	{[0300|00cd]}跟{[0300|01cd]}\n好像很開心。
rival01_01	{[0300|02cd]}跑來打擾了！
rival01_02	唔！
rival01_03	怎麼了？
rival01_04	你們要\n好好相處。
rival01_05	嗯……
rival01_06	既然{[0300|00cd]}\n這麼說……
candy00_00	吃下MP糖果！
candy00_00_01	吃下MP糖果！
candy00_01	提不起幹勁……
candy00_02	唔！
candy00_03	可以嗎？
candy00_04	好，走吧！
candy00_05	{[0300|01cd]}，\n等一下……
candy00_06	給你我的糖果。
candy00_07	謝謝你！
candy00_08	我要加油！
candy00_09	有幹勁了！
candy00_10	好……
candy00_11	很好吃！
candy00_12	還好身上\n有帶著……
candy00_13	這樣就好了！
grass00_00	喀沙！
grass00_01	草叢裡有東西！
grass00_02	猴子躲在裡面！
grass00_03	把吃到一半的\nHP香蕉丟下逃走了！
grass00_05	有一隻小貓！
grass00_06	被療癒了。
grass00_07	怪物來襲了！
grass00_08	是什麼呢？
grass00_10	我收下了！
grass00_11	摸摸。
grass00_13	調查
grass00_14	不調查
sleep00_00	咦？
sleep00_01	{[0300|00cd]}呢？
present00_01	裡面有一封信。
present00_02	嗯？
present00_03	口袋裡\n有東西……
present00_04	嗚哇，什麼啊，\n口袋裡！
present00_05	口袋裡放著\n什麼來著？
present00_06	……口袋好重。
present00_07	是什麼呢？\n口袋裡面有……
present00_08	口袋鼓鼓的。
present00_09	唔，口袋裡\n有什麼嗎！？
present00_18	是HP香蕉！
yawn00_00	呼啊～
yawn00_02	不要睡！
yawn00_03	嗚哇，是怪物！
yawn00_04	被傳染了。
yawn00_05	欸嘿嘿。
yawn00_06	好像很睏啊。
yawn00_07	是啊，有點睏。
hiccups00_00	嗝！
hiccups00_01	{[1201]}哇！
hiccups00_02	停下來了。
hiccups00_03	驚嚇
hiccups00_04	算了
gaze00_00	{[1201]}盯。
gaze00_01	嗯？我的臉上\n有什麼嗎？
gaze00_02	你的肩上\n有線頭。
gaze00_03	謝謝你。
gaze00_04	剛剛有蟲子\n跑進你的衣服囉。
gaze00_05	嘎啊！
gaze00_06	{[0300|01cd]}\n真有型。
gaze00_07	咦？會嗎？
gaze00_08	你怎麼突然……\n有點噁心喔。
gaze00_09	{[0300|01cd]}\n真可愛。
gaze00_10	是啊！
gaze00_11	{[0e01]}{[1201]}……
blackOut00_00	咦？
blackOut00_01	一片漆黑，\n什麼都看不見……
blackOut00_02	大家去了哪裡……
blackOut00_03	有人在嗎？
blackOut00_04	好痛！
blackOut00_05	你幹嘛啦！
blackOut00_06	抱歉～
blackOut00_07	你們兩個人\n在幹什麼……？
blackOut00_08	生日快樂！
blackOut00_09	生日快樂！
blackOut00_10	這是大家\n送你的禮物喔。
blackOut00_11	謝……謝謝。
blackOut00_12	呃……\n是今天嗎？
blackOut00_13	嗚哇！
blackOut00_14	為什麼\n會在這裡？
blackOut00_15	往左邊
blackOut00_16	往右邊
blackOut00_17	好痛……
blackOut00_18	……小心點啦。
statue00_00	嗯……？
statue00_01	咦！
statue00_02	啊！
statue00_03	是夢啊……
statue00_04	{[0300|00cd]}不知不覺\n睡了午覺，疲勞都不見了。
photo00_00	不會錯過任何一個\n按快門的機會！
photo00_07	我是旅行攝影師\n{[0f00|1800500068006f0074006f006700720061007000680065007200]}。
photo00_08	要買這張\n剛拍好的照片嗎？
photo00_01	謝謝惠顧！
photo00_02	{[0e01]}{[1201]}……
photo00_03	真可惜，\n錢不夠啊。
photo00_04	要用{[0200|00060000]}G買這張照片嗎？
photo00_05	買
photo00_06	不買
pickUp00_00	啊，有什麼\n掉在地上。
secret00_00	啊！
secret00_05	嗯？
secret00_06	是錯覺嗎……
secret00_01	不去
secret00_02	去！
secret00_03	發現了隱藏的小路！
secret00_04	要去看看嗎？
praise00_A_vital00	喔，那是\n新的衣服？
praise00_A_vital01	不錯耶！\n感覺很新鮮！
praise00_A_kind00	是新衣服吧。
praise00_A_kind01	很適合你喔！
praise00_A_mypace00	那是新衣服吧。
praise00_A_mypace01	滿不錯的嘛。
praise00_A_careful00	難道那是\n新衣服……？
praise00_A_careful01	很好看喔。
praise00_A_rocky00	喔，那是\n新衣服啊。
praise00_A_rocky01	嗯，不錯喔。
praise00_A_cool00	……新衣服啊。
praise00_A_cool01	……很不錯。
praise00_A_goofy00	感覺跟平常\n不一樣……
praise00_A_goofy01	啊，是新衣服～\n真好～
praise00_B_vital00	對吧！
praise00_B_kind00	欸嘿嘿，\n謝謝你。
praise00_B_mypace00	是啊～
praise00_B_careful00	哎呀，\n不好意思啦。
praise00_B_rocky00	被發現了啊。
praise00_B_cool00	……哼。
praise00_B_goofy00	嘿嘿～\n很好看吧～
praise00_T_00	衣服被稱讚了，很開心！
Town00_Child_letter	耶～耶～！\n出遠門，好羨慕啊。\n我也要當旅人！
Town00_Child_reaction	等你長大之後再說吧。
Castle00_King00_letter	吃好肉，長好肉～
Castle00_King00_reaction	{[0f00|1e0043006100730074006c006500300030005f004b0069006e00670030003000]}王\n真的一點都沒變……
Town00_Mother_letter	多虧了你們，\n{[0f00|180054006f0077006e00300030005f004300680069006c006400]}\n今天也很有精神。\n精神好得讓人擔心……
Town00_Mother_reaction	真是辛苦了……
Town00_Guide_letter	嘿，你好嗎？\n最初鎮今天\n也是一樣無聊喔。
Town00_Guide_reaction	真和平～
Town00_Mayor_letter	那個……介紹信\n有幫到你的忙嗎？\n我一直到今天\n都擔心得睡不著。
Town00_Mayor_reaction	打起精神來！
Town00_CoupleF_letter	有事向你報告。\n我們決定要\n開始交往了！
Town00_CoupleF_reaction	現在才開始！？
Town00_SarcasmMan_letter	嗯……你啊，\n有好好做事嗎？\n有好好吃飯嗎？\n算了，反正跟我沒關係。
Town00_SarcasmMan_reaction	{[0f00|220054006f0077006e00300030005f005300610072006300610073006d004d0061006e00]}……\n該不會是個好人？
Castle00_Princess00_letter	我擔心父親吃太多了。\n你就代替他\n把這個吃掉吧。\n希望你平安無事。\n
Castle00_Princess00_reaction	謝謝你，\n{[0f00|260043006100730074006c006500300030005f005000720069006e00630065007300730030003000]}公主。
Town00_Ova_letter_00	啊哈哈！\n你還好嗎？\n越是煩惱\n就越不能忘記笑容喔！
Town00_Ova_reaction_00	{[0f00|140054006f0077006e00300030005f004f0076006100]}……
Town01_Genie_letter_00	呀呵！\n我目前在\n{[0f00|180054006f0077006e00300031005f0043006500720065006200]}那裡\n認真地工作喔！
Town01_Genie_reaction_00	神燈精靈{[0f00|180054006f0077006e00300031005f00470065006e0069006500]}，\n加油啊！
Town02_SisterFirst_letter_00	差不多該到\n大魔王城了吧？\n我會為你打氣的，\n加油啊，呵呵。
Town02_SisterFirst_reaction_00	{[0f00|240054006f0077006e00300032005f0053006900730074006500720046006900720073007400]}……\n我會加油的。
postal00_00	嘿嘿～我是\n無處不送的郵差先生。
postal00_01	{[0300|00cd]}，\n有你的郵件。
postal00_02	我確實交到\n你手上囉。
postal00_03	{[0300|00cd]}～
postal00_04	收到了信件！
words00_00	我問你喔，{[0300|00cd]}\n有招牌台詞嗎？
words00_13	告訴我告訴我～！
words00_14	來決定{[0300|00cd]}的招牌台詞吧！
words00_15	嗯～還是\n想不到……
words00_01	{[0305|00cd]}
words00_02	不錯喔！
words00_07	喔！
words00_08	……很酷。
words00_09	喔喔～
words00_10	很好耶～
words00_11	有{[0300|00cd]}的風格！
words00_12	好帥氣～
words00_04	這樣啊……\n真可惜。
words00_05	沒有
words00_06	有
hole00_00	{[1200|2600530045005f0043004d004e005f004d00490049005f0053005500520050005200490053004500]}{[1201]}！？
hole00_01	啊！
hole00_02	{[0300|00cd]}！
hole00_03	有陷阱！
hole00_04	沒事吧？
hole00_05	沒事！
hole00_06	你們先走吧。
hole00_07	{[0300|00cd]}\n離開了隊伍！
hole00_08	我們旅館見吧！
hole00_09	嗯！
switch00_00	要打開哪一個開關？
switch00_01	左
switch00_02	右
