BestScore\BestScore.msbt
BestScore_Title	最高得分
StaffCredit_0089	Naoki Yamada
StaffCredit_0090	Kohei Yamashita
StaffCredit_0091	Reina Ohshima
StaffCredit_0092	Shiori Mukai
StaffCredit_0093	Fumikazu Tanaka
StaffCredit_0094	Isana Kurokawa
StaffCredit_0095	Eriko Fujiwara
StaffCredit_0096	Chihiro Yamaguchi
StaffCredit_0097	Shiin Ka
StaffCredit_0098	Michiko Hidaka
StaffCredit_0099	Kouichi Fukazawa
StaffCredit_0100	Sound
StaffCredit_0101	Fumihisa Tanaka
StaffCredit_0102	Osamu Murata
StaffCredit_0103	Technical Support
StaffCredit_0104	Kyohei Minato
StaffCredit_0105	Hiroaki Gohara
StaffCredit_0106	Yasuhiro Iwamoto
StaffCredit_0107	Shuhei Furukawa
StaffCredit_0108	Shotaro Iwanaga
StaffCredit_0109	Takeshi Kawasaki
StaffCredit_0110	Shinnosuke Miki
StaffCredit_0111	Tatsuya Ichijo
StaffCredit_0112	Takahiro Tanaka
StaffCredit_0113	Localization
StaffCredit_0114	English Localization
StaffCredit_0115	Mikiko Ryu
StaffCredit_0116	Chie Stutzman
StaffCredit_0117	Eriko Gardner
StaffCredit_0118	Ami Shuman
StaffCredit_0119	Reiko de Sorbier de Pougnadoresse
StaffCredit_0120	Jeff Hines
StaffCredit_0121	Stu Alexander
StaffCredit_0122	Kellyn Ballard
StaffCredit_0123	Hisato Yamamori
StaffCredit_0124	English Translation & Editing
StaffCredit_0125	Rhiona George Dey
StaffCredit_0126	Jackson Pietsch
StaffCredit_0127	Sayuri Munday
StaffCredit_0128	Jill Nonaka
StaffCredit_0129	Akira Vivienne
StaffCredit_0130	Lu Pellazar
StaffCredit_0131	Eric Haddock
StaffCredit_0132	Amy Morris
StaffCredit_0133	Elin Rummel
StaffCredit_0134	European Localisation
StaffCredit_0135	Kaori Aoki
StaffCredit_0136	Daniel Anscomb
StaffCredit_0137	Rhys Giles
StaffCredit_0138	Chika Tanigaki
StaffCredit_0139	Nami Kusumoto
StaffCredit_0140	Mark Bunting
StaffCredit_0141	Peter Bagley
StaffCredit_0142	Marvin Andrews
StaffCredit_0143	Owen Preece
StaffCredit_0144	Hideko Russell
StaffCredit_0145	Elena Nardo
StaffCredit_0146	Michael Ecke
StaffCredit_0147	Pierre Gauthier
StaffCredit_0148	Ireneusz Radko
StaffCredit_0149	Marine Vallee
StaffCredit_0150	Sergejs Adamovs
StaffCredit_0151	Anna Epifanova
StaffCredit_0152	French Translation & Editing
StaffCredit_0153	Laura Deruyver
StaffCredit_0154	Marine Vallee
StaffCredit_0155	Arthur Blondel
StaffCredit_0156	Aymeric Forgit
StaffCredit_0157	German Translation & Editing
StaffCredit_0158	Tabea Giez
StaffCredit_0159	Ireneusz Radko
StaffCredit_0160	Juliana Niederwanger
StaffCredit_0161	Kathleen Kalms
StaffCredit_0162	Italian Translation & Editing
StaffCredit_0163	Lisa Elli
StaffCredit_0164	Fabio Giusti
StaffCredit_0165	Alice Troiani
StaffCredit_0166	Altan Couvert
StaffCredit_0167	Spanish Translation & Editing
StaffCredit_0168	Carolina del Carmen Santana Monedero
StaffCredit_0169	Mariona Pera i de Miguel
StaffCredit_0170	Alex Fortes
StaffCredit_0171	Diana Vázquez Saiz
StaffCredit_0172	Diego Luque de la Campa
StaffCredit_0173	Korean Translation & Editing
StaffCredit_0174	Mihwa Choi
StaffCredit_0175	Jieun Byun
StaffCredit_0176	Youngjun Park
StaffCredit_0177	Dongun Pak
StaffCredit_0178	Jooyeon Han
StaffCredit_0179	Byunghun Bae
StaffCredit_0180	Yoojin Kwon
StaffCredit_0181	Chinese Localization
StaffCredit_0182	Adrian Wildandyawan
StaffCredit_0183	Ryotaro Ukai
StaffCredit_0184	Yoshiko Aota
StaffCredit_0185	Mitsuyo Matsunaga
StaffCredit_0186	Chinese Translation & Editing
StaffCredit_0187	Qing Yun
StaffCredit_0188	Huiying Tsai
StaffCredit_0189	Endai Liao
StaffCredit_0190	Yuying Feng
StaffCredit_0191	Yungwen Yuan
StaffCredit_0192	Yuting Huang
StaffCredit_0193	Yuwen Wang
StaffCredit_0194	Waihong Kong
StaffCredit_0195	Localization Support
StaffCredit_0196	Lauren Ammerman
StaffCredit_0197	Peter Bohan
StaffCredit_0198	Owen Cooney
StaffCredit_0199	Nicole Davis
StaffCredit_0200	Noriko Kaji
StaffCredit_0201	Emily Minakata
StaffCredit_0202	Jennifer Rose
StaffCredit_0203	Héðinn Haraldsson
StaffCredit_0204	Masashi Goto
StaffCredit_0205	Keisuke Fukushima
StaffCredit_0206	Soonil Kim
StaffCredit_0207	Dongyeon Kim
StaffCredit_0208	Kyoungim Na
StaffCredit_0209	Yunjin Park
StaffCredit_0210	Takaaki Ueno
StaffCredit_0211	Misa Matsumoto
StaffCredit_0212	Ming Xu
StaffCredit_0213	Localization Quality Assurance
StaffCredit_0214	Zaher Khan
StaffCredit_0215	Ivan Samoilov
StaffCredit_0216	Makiko Szolas
StaffCredit_0217	Karen Yuen
StaffCredit_0218	Laurence Uhlen
StaffCredit_0219	Jeewan Chun
StaffCredit_0220	DIGITAL HEARTS Seoul Co., Ltd.
StaffCredit_0221	Tinghui Xia
StaffCredit_0222	Jiong Zhang
StaffCredit_0223	Chen Weiming
StaffCredit_0224	Digital Hearts Linguitronics Taiwan Co., Ltd.
StaffCredit_0225	DIGITAL HEARTS (Shanghai) Co., Ltd.
StaffCredit_0226	Brisa Antonela Kos
StaffCredit_0227	Fátima Iglesias Ares
StaffCredit_0228	Fernanda Ohana
StaffCredit_0229	Jean-Christophe De Sousa Fernandes
StaffCredit_0230	Muhammad Ansir Arshad
StaffCredit_0231	Testing
StaffCredit_0232	Nobuya Sasaki
StaffCredit_0233	Akiko Ohashi 
StaffCredit_0234	Erika Nakao 
StaffCredit_0235	Miharu Ida 
StaffCredit_0236	Yuta Yamazaki
StaffCredit_0237	Tomohiro Arai 
StaffCredit_0238	Mario Club Co., Ltd.
StaffCredit_0239	Pole To Win, Inc.
StaffCredit_0240	Tori Arvisais
StaffCredit_0241	Takashi Baker
StaffCredit_0242	Q Dequina
StaffCredit_0243	James Dillon
StaffCredit_0244	Kathy Huguenard
StaffCredit_0245	Daijiro Imoto
StaffCredit_0246	Tomo Ishiyama
StaffCredit_0247	Andy Kolden
StaffCredit_0248	Chris Kuehnberger
StaffCredit_0249	Tomoko Mikami
StaffCredit_0250	Motoki Nakajima
StaffCredit_0251	Sean Roberts
StaffCredit_0252	Michael Sahlin
StaffCredit_0253	Josh Yagi-Stanton
StaffCredit_0254	Daisuke Nagatani
StaffCredit_0255	Takahito Kusutani
StaffCredit_0256	Product Management
StaffCredit_0257	Toyokazu Nonaka
StaffCredit_0258	Song-dong Kim
StaffCredit_0259	Manabu Miyoshi
StaffCredit_0260	Yuichi Ueda
StaffCredit_0261	Atsushi Numata
StaffCredit_0262	Very Special Thanks
StaffCredit_0263	GAME FREAK inc.
StaffCredit_0264	Special Thanks
StaffCredit_0265	Shoichi Obora
StaffCredit_0266	Chihiro Hirose
StaffCredit_0267	Yoriomi Uego
StaffCredit_0268	Sahoko Morotsuki 
StaffCredit_0269	Hirotaka Hayakawa
StaffCredit_0270	Kensuke Arai
StaffCredit_0271	Yohei Matori
StaffCredit_0272	Nao Tajima
StaffCredit_0273	Shangteng Li 
StaffCredit_0274	Kazunori Sugiura
StaffCredit_0275	Youhei Yamamoto
StaffCredit_0276	Shu Amagiri
StaffCredit_0277	Yuto Yukimura
StaffCredit_0278	Rui Kawaguchi
StaffCredit_0279	Yuki Tabuchi
StaffCredit_0280	Shungo Aasano
StaffCredit_0281	Shoko Kataoka
StaffCredit_0282	Yohei Miyachi
StaffCredit_0283	Yosuke Okinishi
StaffCredit_0284	Satomi Mori
StaffCredit_0285	Kenta Nakajima
StaffCredit_0286	Tadayuki Sakamoto
StaffCredit_0287	Yuka Nakamura
StaffCredit_0288	Aya Nagahata
StaffCredit_0289	Yoko Ikeda
StaffCredit_0290	Kei Katori
StaffCredit_0291	Masatoshi Miyaura
StaffCredit_0292	Yuta Ito
StaffCredit_0293	Hiroki Yoshida
StaffCredit_0294	Yui Nagasawa
StaffCredit_0295	Mayumi Yamada
StaffCredit_0296	Satoshi Mikami
StaffCredit_0297	Kenji Okubo
StaffCredit_0298	Gaku Susai
StaffCredit_0299	Taito Okiura
StaffCredit_0300	Amy Ganster
StaffCredit_0301	Andy Gose
StaffCredit_0302	Andy Hartpence
StaffCredit_0303	Daniel Benkwitt
StaffCredit_0304	David Cheung
StaffCredit_0305	David Numrich
StaffCredit_0306	Heather Dalgleish
StaffCredit_0307	Kaoru Otawara
StaffCredit_0308	Peter Murphy
StaffCredit_0309	Phaedra Long
StaffCredit_0310	Phil Rynda
StaffCredit_0311	Richie Enticknap
StaffCredit_0312	Yasuhiro Usui
StaffCredit_0313	Alison Chyan
StaffCredit_0314	Steve Lee
StaffCredit_0315	Reina Nagai
StaffCredit_0316	Peter Fisk
StaffCredit_0317	Yuka Sanada
StaffCredit_0318	Yuki Okada
StaffCredit_0319	Noriko Nakagawa
StaffCredit_0320	Mike Bales
StaffCredit_0321	Thomas Candland
StaffCredit_0322	Nick Mahan
StaffCredit_0323	Fahreen Merali
StaffCredit_0324	Jaiboem Lim
StaffCredit_0325	Jihye Lee
StaffCredit_0326	The Pokémon Company
StaffCredit_0327	The Pokémon Company International
StaffCredit_0328	Pokémon Korea, Inc.
StaffCredit_0329	The Pokémon Works
StaffCredit_0330	Wonderfy Inc.
StaffCredit_0331	h.a.n.d., Inc.
StaffCredit_0332	Side
StaffCredit_0333	Educational Advisor
StaffCredit_0334	Kei Kawashima
StaffCredit_0335	Coordinators
StaffCredit_0336	Tomoki Fukushima
StaffCredit_0337	Masahiro Shiotani
StaffCredit_0338	Yuta Ogawa
StaffCredit_0339	Producers
StaffCredit_0340	Akira Kinashi
StaffCredit_0341	Shinya Saito
StaffCredit_0342	Takanori Sowa
StaffCredit_0343	Ryosuke Hanawa
StaffCredit_0344	Yosuke Oshino
StaffCredit_0345	General Producers
StaffCredit_0346	Shinya Takahashi
StaffCredit_0347	Takato Utsunomiya
StaffCredit_0348	Executive Producers
StaffCredit_0349	Shuntaro Furukawa
StaffCredit_0350	Tsunekazu Ishihara
Reference\Account.msbt
AppleAccount	Apple帳號
GoogleAccount	Google帳號
Reference\Area.msbt
Area_001	非洲
Area_002	北美洲
Area_003	南美洲
Area_004	大洋洲
Area_005	歐洲
Area_006	中東
Area_007	日本
Area_008	韓國
Area_009	台灣
Area_010	其他亞太地區
Reference\ContentName.msbt
ContentName_01	一筆連連皮卡丘
ContentName_02	勾魂眼彎彎採礦車
ContentName_03	花椰猴夥伴咖啡館
ContentName_04	幕下力士猛推岩
ContentName_05	寶可夢轉呀轉
ContentName_06	火斑喵大冒險
ContentName_07	尋找呱呱泡蛙！
ContentName_08	狙射樹梟留一球
ContentName_09	甲賀忍蛙飛水手裡劍
ContentName_10	蓮葉童子乘乘樂
ContentName_11	海豹球滾啊滾
ContentName_12	南瓜精探照燈
ContentName_13	碎岩巧鍛匠
ContentName_14	莫魯貝可翻翻面
ContentName_15	展翅飛翔
ContentName_16	各就各位！排排寶可夢
ContentName_17	寶可夢多多少？
ContentName_18	圖圖犬分色畫
ContentName_19	屬性圓牌放回去
ContentName_20	秘密石板
ContentName_21	耿鬼睡香香
ContentName_22	找出正方形
ContentName_23	鑰圈兒愛開門
ContentName_24	盒子藏幾盒？
ContentName_25	沖泥巴大作戰
ContentName_26	光照櫻花兒
ContentName_27	太陽伊布顛倒漫步
ContentName_28	高速旋轉！眼力大考驗
ContentName_29	來電汪跑第一
ContentName_30	螺釘地鼠挖蘑菇
ContentName_31	毒電嬰來收拾
ContentName_32	泡沫栗鼠大掃除
ContentName_33	滾滾蓋圖章
ContentName_34	索財靈數硬幣
ContentName_35	敲磚！爬梯！火爆猴
ContentName_36	波加曼溜溜冰
ContentName_38	多邊獸研究所
ContentName_39	方方正正剛剛好
ContentName_40	傑尼龜來澆水
ContentName_41	毛辮羊想回家
ContentName_42	紅燈藍燈排隊亮！
ContentName_43	一對鼠湊一對！
ContentName_44	帶路吧！自爆磁怪
ContentName_45	找出三角形
ContentName_46	寶可夢連一連
ContentName_47	炎兔兒跳跳迷宮
ContentName_48	狙射樹梟一球也不留
ContentName_49	方塊穿牆秀
ContentName_50	火球鼠亮謎底
ContentName_51	堵堵地鼠洞
Reference\Date.msbt
Month_01	1月
Month_02	2月
Month_03	3月
Month_04	4月
Month_05	5月
Month_06	6月
Month_07	7月
Month_08	8月
Month_09	9月
Month_10	10月
Month_11	11月
Month_12	12月
Week_01	週日
Week_02	週一
Week_03	週二
Week_04	週三
Week_05	週四
Week_06	週五
Week_07	週六
Reference\DLCName.msbt
DLC_Name_01	歡樂暢玩包
DLC_Name_02	多多講究包1
DLC_Name_03	多多講究包2
DLC_Name_04	綜合包
DLC_Name_05	多多講究包1＆2套組
DLC	下載內容
Reference\FurnitureName.msbt
Furniture_0001	普通架子
Furniture_0002	普通籃子
Furniture_0101	皮卡丘床鋪
Furniture_0102	皮卡丘沙發
Furniture_0103	皮卡丘椅子
Furniture_0104	花朵椅子
Furniture_0105	小汽車軟墊
Furniture_0106	蕉香果船軟墊
Furniture_0107	積木椅子
Furniture_0108	精靈球架子
Furniture_0109	草叢架子
Furniture_0110	方形架子
Furniture_0201	波加曼椅子
Furniture_0202	阿羅拉六尾沙發
Furniture_0203	鯉魚王彈跳床
Furniture_0204	黏美龍滑梯
Furniture_0205	蚊香蝌蚪架子
Furniture_0206	正電拍拍＆負電拍拍架子
Furniture_0301	星星裝飾充氣泳池
Furniture_0302	貝殼漂浮墊
Furniture_0303	圓點小船
Furniture_0304	汽水芭菲椅子
Furniture_0305	雲朵架子
Furniture_0306	泡泡架子
Furniture_0401	蘑菇椅子
Furniture_0402	樹樁椅子
Furniture_0403	葉子床鋪
Furniture_0404	橡實沙發
Furniture_0405	細枝巢架子
Furniture_0406	蘑菇架子
Furniture_0501	彩虹沙發
Furniture_0502	小池塘
Furniture_0503	噴水池椅子
Furniture_0601	月亮沙發
Furniture_0602	星球椅子
Furniture_0603	星空床鋪
Furniture_0604	太空船造型墊
Furniture_0605	流星架子
Furniture_0606	火箭架子
Furniture_0701	甜塔軟墊
Furniture_0702	玻璃盤床鋪
Furniture_0703	馬卡龍椅子
Furniture_0704	餅乾沙發
Furniture_0705	花束架子
Furniture_0706	蝴蝶結架子
Furniture_0801	身高尺
Furniture_0802	寶石盒椅子
Furniture_0803	禮物盒椅子
Reference\Itodama.msbt
Itodama	線團
Itodama_Small	小線團
Itodama_Big	稍好的線團
Itodama_Normal	無色線團
Itodama_Normal_Big	稍好的無色線團
Itodama_Flame	火焰線團
Itodama_Flame_Big	稍好的火焰線團
Itodama_Water	濕潤線團
Itodama_Water_Big	稍好的濕潤線團
Itodama_Grass	綠意線團
Itodama_Grass_Big	稍好的綠意線團
Itodama_Electricity	電電線團
Itodama_Electricity_Big	稍好的電電線團
Itodama_Ice	冰凍線團
Itodama_Ice_Big	稍好的冰凍線團
Itodama_Danger	危險線團
Itodama_Danger_Big	稍好的危險線團
Itodama_Hard	堅硬線團
Itodama_Hard_Big	稍好的堅硬線團
Itodama_Wonder	神奇線團
Itodama_Wonder_Big	稍好的神奇線團
Itodama_Dragon	龍之線團
Itodama_Dragon_Big	稍好的龍之線團
Itodama_Feather	羽毛線團
Itodama_Feather_Big	稍好的羽毛線團
Reference\Language.msbt
Language_Japanese	日本語
Language_English	English
Language_French	Français
Language_Italian	Italiano
Language_German	Deutsch
Language_Spanish	Español
Language_Korean	한국어
Language_TraditionalChinese	繁體中文
Language_SimplifiedChinese	简体中文
Reference\Mode.msbt
Title_Name	Pokémon Friends
Mode_NuiRoom	布偶房
Mode_Mission	友誼任務
Mode_Disentangle	解解看
Mode_Make	製作
Mode_Catalog	型錄
Mode_Calender	月曆
Mode_BestScore	最高得分
Mode_DLC	商店
Nui	布偶
Machine	布偶機
Furniture	家具
Wallpaper	壁紙
Stamp	圖章
LivelyPoint	友誼點數
LivelyRank	友誼等級
Town	思巧鎮
Mode_Option	選項
Home	主畫面
Terms _of_Use	使用條款
PrivacyNotice	隱私權政策
Terms_Policy	使用條款／隱私權政策
PlushRoom_Nui	放布偶
PlushRoom_Furniture	放家具
PlushRoom_TidyUp	收拾
PlushRoom_UndoLittle	回到稍前
PlushRoom_HiddenUI	隱藏按鍵
PlushRoom_ChangeRoom	換房間
PlushRoom_ChangeWallpaper	換壁紙
Request	願望
Contents	題目
Reference\NuiPokemonName.msbt
OgerponMidoriNoMen	厄鬼椪（碧草面具）
Eievui	伊布
Wooluu	毛辮羊
Metamon	百變怪
Kuwassu	潤水鴨
Koduck	可達鴨
Zenigame	傑尼龜
Messon	淚眼蜥
Pamo	布撥
Pikachu	皮卡丘
Prasle	正電拍拍
Minun	負電拍拍
Sarunori	敲音猴
Nyahoja	新葉喵
Fushigidane	妙蛙種子
Watacco	毽子棉
Hitokage	小火龍
Hibanny	炎兔兒
Hogator	呆火鱷
Lizardon	噴火龍
Rayquaza	烈空坐
Zeraora	捷拉奧拉
Mimirol	捲捲耳
Mimilop	長耳兔
Kabigon	卡比獸
Eneco	向尾喵
Yadon	呆呆獸
Namakobushi	拳海參
Showers	水伊布
Ashimari	球球海獅
Wanpachi	來電汪
Raichu	雷丘
Parmot	巴布土撥
Thunders	雷伊布
Leafia	葉伊布
Mokuroh	木木梟
Churine	百合根娃娃
Junaiper	狙射樹梟
Booster	火伊布
Nyabby	火斑喵
Gardie	卡蒂狗
Windie	風速狗
Yukihami	雪吞蟲
Vanipeti	迷你冰
Tamazarashi	海豹球
Arukujira	走鯨
Lucario	路卡利歐
Yogiras	幼基拉斯
Metagross	巨金怪
HisuiGardie	卡蒂狗（洗翠的樣子）
HisuiWindie	風速狗（洗翠的樣子）
Pochiena	土狼犬
Dooh	土王
Zorua	索羅亞
Gangar	耿鬼
Eleson	毒電嬰
Mimikkyu	謎擬Q
Mawhip	霜奶仙
Pupimocchi	狗仔包
HisuiZorua	索羅亞（洗翠的樣子）
Sirnight	沙奈朵
Numelgon	黏美龍
SyaritatsuNobitaSugata	米立龍（平挺姿勢）
SyaritatsuTaretaSugata	米立龍（下垂姿勢）
SyaritatsuSottaSugata	米立龍（上弓姿勢）
Gaburias	烈咬陸鯊
Mukkuru	姆克兒
Poppo	波波
Tyltto	青綿鳥
Kokogara	稚山雀
ShayminLandForme	謝米（陸上形態）
Jirachi	基拉祈
Mew	夢幻
Ootachi	大尾立
Chillarmy	泡沫栗鼠
Bippa	大牙狸
Purin	胖丁
Gekkouga	甲賀忍蛙
Keromatsu	呱呱泡蛙
Pochama	波加曼
Bachuru	電電蟲
Bachinuni	啪嚓海膽
AlolaRaichu	雷丘（阿羅拉的樣子）
Elfuun	風妖精
Naetle	草苗龜
Harimaron	哈力栗
Achamo	火稚雞
Hitomoshi	燭光靈
Fokko	火狐狸
Kumasyun	噴嚏熊
AlolaSand	穿山鼠（阿羅拉的樣子）
Yukimenoko	雪妖女
Laplace	拉普拉斯
Sand	穿山鼠
Bangiras	班基拉斯
Riolu	利歐路
Eifie	太陽伊布
Nyasper	妙喵
Peroream	胖甜妮
Munna	食夢夢
Fushide	百足蜈蚣
Bracky	月亮伊布
Pendror	蜈蚣王
Kairyu	快龍
Kajicchu	啃果蟲
Fukamaru	圓陸鯊
Flygon	沙漠蜻蜓
Tyltalis	七夕青鳥
Naty	天然雀
Yayakoma	小箭雀
Koraidon	故勒頓
Miraidon	密勒頓
IkkanezumiYonhikiKazoku	一家鼠（四隻家庭）
Nuikoguma	童偶熊
Hoshigarisu	貪心栗鼠
Nuoh	沼王
Mijumaru	水水獺
Mizugorou	水躍魚
Waninoko	小鋸鱷
Dedenne	咚咚鼠
Pachirisu	帕奇利茲
Merriep	咩利羊
Kimori	木守宮
Chicorita	菊草葉
Tsutarja	藤藤蛇
Watashiraga	白蓬蓬
Hikozaru	小火焰猴
Hinoarashi	火球鼠
Pokabu	暖暖豬
Rokon	六尾
Glacia	冰伊布
Delibird	信使鳥
AlolaRokon	六尾（阿羅拉的樣子）
Iwanko	岩狗狗
Surfugo	賽富豪
Dekanuchan	巨鍛匠
Nymphia	仙子伊布
Bakeccha	南瓜精
Pumpjin	南瓜怪人
Pippi	皮皮
Gureggru	不良蛙
Chiwohauhane	爬地翅
Merlarva	燃燒蟲
Sebie	涼脊龍
Tatsubay	寶貝龍
Numera	黏黏寶
Bohmander	暴飛龍
Archen	始祖小鳥
Armorga	鋼鎧鴉
Kamonegi	大蔥鴨
Syaritatsu	米立龍
Shaymin	謝米
Reference\NuiPokemonSize.msbt
Size_Small	小
Size_Midium	中
Size_Large	大
Size_ExtraLarge	特大
Reference\NuiRoomTheme.msbt
NuiRoomTheme_001	皮卡丘主題房
NuiRoomTheme_002	玩具房
NuiRoomTheme_003	花園房
NuiRoomTheme_004	原木房
NuiRoomTheme_005	藍天大海房
NuiRoomTheme_006	黃昏大海房
NuiRoomTheme_007	夢幻森林房
NuiRoomTheme_008	陽光森林房
NuiRoomTheme_009	浩大宇宙房
NuiRoomTheme_010	歡樂宇宙房
NuiRoomTheme_011	晴空點心派對房
NuiRoomTheme_012	星空點心派對房
Reference\Others.msbt
New	NEW
TransferID	繼承ID
TransferCode	繼承碼
TransferSaveFiles	繼承儲存資料
TransferMode	繼承模式
Reference\Select.msbt
Yes	是
No	否
Back	返回
Next	下一步
OK	OK
Finish	結束
Close	關閉
Give	贈送
Quit	還是算了
Continue	繼續
Retry	重試
BackTitle	返回標題畫面
BackTitle2	標題畫面
Ingame_Select	選擇
Ingame_Go	前進
Ingame_Turn	旋轉
Ingame_Decide	決定
Ingame_Dig	敲碎
Ingame_Put	擺放
Ingame_Grab	抓起
Ingame_Release	放開
Ingame_Return	復原
Ingame_Move	移動
Ingame_Break	破壞
Ingame_Scan	掃描
Ingame_Draw	畫線
Ingame_Erase	擦去
Delete	刪除
Interrupt	中斷
Buy	前往購買
Transfer	繼承
Skip	跳過
Restore	復原
System\DataTransition.msbt
DataTransition_Title	繼承儲存資料
DataTransition_Select_Sub	開始繼承儲存資料
DataTransition_Select_Exp	執行「繼承儲存資料」可以將至今玩過的儲存資料轉移至其他裝置。\n執行「繼承儲存資料」時，必須將舊裝置顯示的「繼承ID」和「繼承碼」輸入新裝置。\n\n請按照以下步驟執行「繼承儲存資料」。\n\n\n【在舊裝置上的操作】\n\n1. 在舊裝置的「繼承儲存資料」畫面選擇「開啟繼承模式」。\n\n2. 舊裝置會切換為「繼承模式」，並在畫面上顯示「繼承ID」和「繼承碼」。\n   請擷取此畫面或正確寫下顯示的內容。\n\n※若要取消繼承，請選擇「解除繼承模式」。\n\n【在新裝置上的操作】\n\n3. 在新裝置啟動《Pokémon Friends》，從「選項」選擇「繼承儲存資料」。\n\n4. 在「繼承儲存資料」畫面選擇「輸入繼承資訊」，正確地輸入記下的「繼承ID」和「繼承碼」後，選擇「OK」。\n\n5. 若成功「繼承儲存資料」，就會返回「標題畫面」。\n\n※若繼承失敗，請確認要執行繼承的舊裝置是否已正確開啟「繼承模式」，是否有正確輸入「繼承ID」和「繼承碼」，網路是否正常連線。
DataTransition_Select_Source_Sub	若要將本裝置的儲存資料繼承至新裝置，請由此執行。
DataTransition_Select_Source_Button	開啟繼承模式
DataTransition_Select_Source_Confirm_Sub	繼承時的注意事項&確認事項
DataTransition_Select_Source_Confirm_Exp	若要執行「繼承儲存資料」至\n與本裝置使用的{[0117]}不同的{[0117]}，\n或繼承至不同的OS裝置，\n則無法繼承下載內容的購買資訊。\n屆時必須重新購買下載內容，敬請留意。\n\n確定要執行繼承嗎？
DataTransition_Select_Source_Confirm_Cancel	還是算了
DataTransition_Select_Source_Confirm_OK	繼承
DataTransition_Select_Destination_Sub	若要將舊裝置的儲存資料繼承至本裝置，請由此執行。
DataTransition_Select_Destination_Button	輸入繼承資訊
DataTransition_Select_Destination_Confirm_Sub	繼承時的注意事項
DataTransition_Select_Destination_Confirm_Exp	輸入繼承ID和繼承碼即可繼承儲存資料。\n儲存資料被繼承至新裝置後，\n舊裝置中的儲存資料會被全部刪除。
DataTransition_Select_Destination_Confirm_OK	OK
DataTransition_Input_Sub	請輸入繼承資訊
DataTransition_Input_ID	繼承ID
DataTransition_Input_Code	繼承碼
DataTransition_Input_Cancel	還是算了
DataTransition_Input_OK	繼承
DataTransition_Input_ID_Title	請輸入繼承ID
DataTransition_Input_ID_OK	OK
DataTransition_Input_Code_Title	請輸入繼承碼
DataTransition_Input_Code_OK	OK
DataTransition_Input_Error_Exp	繼承ID或繼承碼不正確。\n請確認舊裝置是否已開啟「繼承模式」，\n並確認輸入的繼承ID、繼承碼是否正確無誤。
DataTransition_Input_Error_Back	返回
DataTransition_Mode_Sub	已開啟繼承模式
DataTransition_Mode_Exp	本裝置目前處於繼承模式。\n將資料繼承至其他裝置時，需要以下的繼承ID和繼承碼。\n\n請寫下或擷取並保存此畫面，避免忘記。\n若要取消繼承，請按下「解除繼承模式」。
DataTransition_Mode_ID	繼承ID
DataTransition_Mode_Code	繼承碼
DataTransition_Mode_Cancel	解除繼承模式
DataTransition_Mode_Cancel_Confirm_Sub	確認解除繼承模式
DataTransition_Mode_Cancel_Confirm_Exp	解除繼承模式後，\n便無法「繼承儲存資料」至新裝置。\n\n確定要解除繼承模式嗎？
DataTransition_Mode_Cancel_Confirm_Cancel	返回
DataTransition_Mode_Cancel_Confirm_OK	解除
DataTransition_Mode_Complete_Exp_00	已完成「繼承儲存資料」，\n本裝置的儲存資料將被全部刪除。\n\n今後也請在新裝置繼續享受\n《Pokémon Friends》的樂趣。
DataTransition_Mode_Complete_OK_00	OK
DataTransition_Mode_Success_Exp	儲存資料已繼承至本裝置，\n今後也請繼續享受《Pokémon Friends》的樂趣。
DataTransition_Mode_Success_OK	OK
DataTransition_Mode_Cancel_Fail_Exp	無法解除繼承模式。\n這份儲存資料已完成「繼承儲存資料」。
DataTransition_Mode_Cancel_Fail_OK	OK
DataTransition_Restore_Exp	若您曾使用本裝置的Apple帳號購買下載內容，\n請復原購買資訊。
DataTransition_Restore_Restore	復原
DataTransition_Restore_Next	跳過
DataTransition_Execute_Sub	請在執行繼承前確認
DataTransition_Execute_Exp	即將繼承的儲存資料與本裝置的{[0117]}擁有的\n下載內容購買資訊不同。\n若繼續執行「繼承儲存資料」，\n則必須重新購買曾在舊裝置購買過的下載內容，\n或將儲存資料全部刪除，否則無法遊玩本遊戲。\n\n確定要執行繼承嗎？
DataTransition_Execute_DLC_Sub	必須重新購買的下載內容
DataTransition_Execute_DLC_Basic	歡樂暢玩包
DataTransition_Execute_DLC_DLC01	多多講究包1
DataTransition_Execute_DLC_DLC02	多多講究包2
DataTransition_Execute_OK	繼承
DataTransition_Execute_Cancel	還是算了
System\System.msbt
System_TurmsUpdate	使用條款和隱私權政策已更新。
System_TurmsUpdate_OK	OK
System_LanguageArea_Language	請選擇要使用的語言。
System_LanguageArea_Area	請選擇居住的國家或地區。
System_LanguageArea_OK	OK
System_TermsPP_Sub	使用條款／隱私權政策
System_TermsPP_Exp	若要遊玩《Pokémon Friends》，\n必須同意使用條款和隱私權政策。\n\n請分別確認其內容。
System_TermsPP_OK	OK
System_TermsPP_Terms	使用條款
System_TermsPP_Terms_OK	OK
System_TermsPP_Terms_Agree	同意使用條款
System_TermsPP_PP	隱私權政策
System_TermsPP_PP_OK	OK
System_TermsPP_PP_Agree	同意隱私權政策
System_Datatransition_Caution_Sub	關於下載內容引起的遊玩限制
