LayoutMsg\Common_CinemaScope_00.msbt
SubjectMiiName	{[c800|0502010d]}
MiiNews063_Main	本次发现的地画{[0604|01cd]}被判断为“{[020c|0000]}”，\n该图样放眼世界{[0604|01cd]}都极为罕见。{[0004]}根据调查团推测，该{[0604|00cd]}{[060a|02002c7b]}地\x0f\x06\n画绘于{[060a|0400244e4353]}2000\x0f\x06\n年前，\n吸引了不少专家的注意。{[0004]}当时的人们为何会知晓{[020c|0000]}？\n这{[060a|02002c7b]}地\x0f\x06\n画又是画给谁看的呢？真相扑朔迷离。
MiiNews064_Title	{[c800|0902010d]}自传终于发售！
MiiNews064_Caster	{[021b|01cd]}引以为傲的天才——\n{[c800|0902010d]}的自传{[0604|00cd]}开始发售了。
MiiNews064_Main	本书分上下两册，记录着{[c800|0902010d]}\n不断克服重重苦难的前半生。{[0004]}上册描写了其自由奔放的少年时代，{[0605|2c0101cd]}\n下册则直白叙述了其成就伟业的经过。{[0004]}期盼已久的粉丝们欣喜若狂，{[0604|01cd]}\n更有人扬言，{[0604|00cd]}此书一定能登顶{[0604|01cd]}畅销书榜首。
MiiNews065_Title	巨大{[020c|0000]}靠近本岛
MiiNews065_Caster	{[021b|01cd]}近海{[0605|2c0101cd]}\n出现了巨大{[020c|0000]}。
MiiNews065_Main	今日凌晨，观测到巨大{[020c|0000]}\n正在逐渐靠近本岛，相关人士表现出了高度紧张。{[0004]}巨大{[020c|0000]}止步于近海，\n呈现{[0604|01cd]}远远观望{[0604|00cd]}的态势。{[0004]}目前，巨大{[020c|0000]}{[0604|00cd]}已改变朝向，\n状似不舍地离去了。
MiiNews066_Title	逃跑的公交车站
MiiNews066_Caster	一则关于十分罕见的“逃跑的公交车站”的消息。
MiiNews066_Main	热门话题中的{[0604|00cd]}这个公交车站，\n明明就在{[0604|00cd]}眼前，却怎么也{[0604|00cd]}无法抵达。{[0004]}在追赶车站的过程中，\n不知不觉就到达了目的地的案例也{[0604|00cd]}时有发生。{[0004]}或许这就是一款{[0604|00cd]}为消除人们日常运动不足而设计的\n新型{[0604|00cd]}健身器材。
MiiNews067_Title	目击疑云现场！
MiiNews067_Caster	{[c800|0902010d]}目击{[0604|00cd]}举止可疑人士。
MiiNews067_Main	事发当时，{[c800|0902010d]}正在家附近散步。{[0004]}{[c800|0902010d]}目睹了{[c800|0502010d]}藏匿\n疑为私房钱小包裹的经过。{[0004]}{[c800|0902010d]}苦恼地表示，\n“其实我很想问问到底藏了多少，但又不想让对方发现被我看到了。”
MiiNews068_Title	惊现{[c800|0902010d]}云
MiiNews068_Caster	日前，岛屿上空{[0604|01cd]}出现形状奇异的云彩，引发了大骚动。
MiiNews068_Main	云彩的形状与{[0604|01cd]}{[c800|0902010d]}别无二致，\n仿佛正侧躺着俯瞰岛屿。{[0004]}居民们的骚动尚未平息，{[0604|01cd]}云彩就已然消失，\n因此未能掌握{[0604|00cd]}更详细的信息。{[0004]}此外，{[c800|0902010d]}{[0604|00cd]}本人{[0604|01cd]}遗憾地表示，\n“我当时在睡觉，所以没看到……”
MiiNews069_Title	{[020c|0000]}龙出现
MiiNews069_Caster	今日凌晨，{[020c|0000]}{[0604|00cd]}龙群\n于近郊森林被目击。
MiiNews069_Main	消息称，色彩各异的{[020c|0000]}{[0604|00cd]}龙\n应当是为了收获{[020c|0000]}而聚集一处。{[0004]}{[020c|0000]}{[0604|00cd]}龙是一种极为罕见的生物，\n它们主要以{[020c|0000]}为食。{[0004]}此外，虽然已知{[020c|0000]}{[0604|00cd]}龙会主动更换栖息地，\n但专家也很难预测下一次大迁徙{[0604|00cd]}会在何时发生。
MiiNews070_Title	稍显可疑的Mii占卜
MiiNews070_Caster	自称{[0604|01cd]}占卜师的{[c800|0902010d]}广受好评，{[0605|2c0101cd]}\n{[0604|01cd]}岛民交口称赞{[0604|00cd]}其占卜的准确性。
MiiNews070_Main	记者采访了{[0604|01cd]}\n实际体验了占卜的{[c800|0a02010d]}。{[0004]}“实在是太准了，{[0604|01cd]}我大吃了一惊。{[0605|2c0101cd]}\n但是那占卜师看起来{[0604|00cd]}有些可疑，我吓得{[0604|00cd]}半途逃跑了。”{[0004]}对方{[0604|01cd]}如此声音颤抖地{[0604|00cd]}向记者坦言。{[0605|2c0101cd]}\n此外，{[c800|0a02010d]}表示，{[0604|00cd]}自己会尽快邮寄{[0604|01cd]}没来得及支付的{[0604|00cd]}占卜费。
MiiNews071_Title	{[020c|0000]}流星雨来袭
MiiNews071_Caster	昨夜为{[020c|0000]}流星雨的最佳观测时机。
MiiNews071_Main	由于{[021b|01cd]}也具备观测条件，{[0605|2c0101cd]}\n{[020c|0000]}流星雨{[0604|01cd]}引起了巨大反响。{[0004]}高峰期间，{[0604|01cd]}酷似{[020c|0000]}的流星\n一颗接一颗地划过天空。{[0004]}“真的像{[020c|0000]}一样……”{[0605|2c0101cd]}\n“超级漂亮……”{[0004]}岛上的居民们仰望夜空，{[0604|01cd]}如此陶醉地喃{[0604|00cd]}喃自语。
MiiNews072_Title	猫咪集会开办
MiiNews072_Caster	今日凌晨，\n{[021b|01cd]}猫咪集会如常举行。
MiiNews072_Main	集会在{[0604|00cd]}{[c800|0502010d]}宅邸{[0604|00cd]}举办，\n共300只猫咪蜂拥而至。{[0004]}提供会场的{[c800|0502010d]}一脸吃惊地表示，{[0604|01cd]}\n“真没想到会聚集这么多……”{[0004]}面对这超出预期的热闹景象，猫咪集会承办委员会称，\n“下次可能要租下酒店来当会场了……”
MiiNews073_Title	{[020c|0000]}搬家
MiiNews073_Caster	今年也迎来了{[020c|0000]}{[0604|00cd]}搬家的季节。
MiiNews073_Main	今年刚刚诞生了许多{[020c|0000]}宝宝。{[0004]}现在，它们已经顺利从{[020c|0100]}池{[0604|00cd]}搬到了\n相距20m的{[0604|00cd]}{[020c|0200]}池。{[0004]}在当地居民的守望下，宝宝们跟在父母身后{[0604|00cd]}拼命前行。{[0004]}虽然半途发生了有宝宝错将{[c800|0502010d]}{[0604|00cd]}当成父母的{[0604|00cd]}意外情况，\n但最终全员都安全地完成了搬家。
MiiNews074_Title	摇滚音乐节开办
MiiNews074_Caster	出于“用音乐力量振兴当地！”这样的愿景，\n“{[021b|01cd]}·摇滚音乐节”盛大举办。
MiiNews074_Main	摇滚界领袖\n“{[020c|0000]}乐队”莅临音乐节。{[0604|01cd]}{[0004]}传奇式人物\n“奇迹之{[c800|0902010d]}”也登台亮相。{[0004]}众摇滚巨星充满张力的表演让全体岛民陷入狂热。
MiiNews075_Title	“同时吃下世界杯”开办！
MiiNews075_Caster	备受期待的“同时吃下世界杯”{[0605|2c0101cd]}\n于{[021b|01cd]}开办。
MiiNews075_Main	在“同时吃下世界杯”中，\n参赛者们将比拼各自同时吃下的两种食物。{[0004]}不顾围观群众的担忧，{[c800|0902010d]}展示了独门绝技。{[0004]}{[c800|0902010d]}将{[020c|0000]}和\n{[020c|0100]}{[0604|01cd]}同时放入了口中，实非常人所为。{[0004]}凭借这一举动，{[c800|0902010d]}压制{[0604|00cd]}准冠军{[c800|0a02010d]}，\n成功称霸大赛。{[0004]}{[c800|0902010d]}称“三餐都吃这个也没有问题”，\n发言中洋溢出王者风范。
MiiNews076_Title	宇宙实验以失败告终
MiiNews076_Caster	在宇宙中食用{[020c|0000]}这一全球首创实验，\n遗憾地宣布{[0604|01cd]}以失败告终。
MiiNews076_Main	本次进入宇宙的是宇航员{[0605|000001cd]}{[c800|0902010d]}。{[0004]}相关人士称，其在火箭发射之前{[0604|01cd]}就已经把预定{[0604|00cd]}用于实验的\n{[020c|0000]}{[0604|02cd]}吃得{[0604|01cd]}一干二净。{[0004]}原因可能在于，{[0604|00cd]}火箭发射前发生了事故，\n使得{[c800|0902010d]}没能用上午餐，目前正在继续调查。
MiiNews077_Title	{[c800|0902010d]}就任清洁队长
MiiNews077_Caster	有关部门公示，{[c800|0902010d]}{[0604|01cd]}就任“清洁队长”。
MiiNews077_Main	{[c800|0902010d]}终于当上了心心念念的{[0604|00cd]}“清洁队长”，{[0605|2c0101cd]}\n目前正在全力特训，以求不被扫地机器人抖落。{[0004]}面对采访，{[c800|0902010d]}面带笑容道：{[0604|01cd]}\n“希望能成为{[0604|00cd]}每家每户都有需求的存在。”{[0605|2c0101cd]}
MiiNews078_Title	腾云活动开办
MiiNews078_Caster	日前，腾云活动在{[021b|01cd]}上空举办。
MiiNews078_Main	据说参加活动的居民们{[0604|00cd]}很早就开始{[0604|01cd]}\n不分昼夜地{[0604|01cd]}用蹦床{[0604|00cd]}锻炼腰腿。{[0004]}最终{[0604|01cd]}成功腾云的{[0604|01cd]}{[c800|0902010d]}兴奋地{[0604|01cd]}表示，{[0605|2c0101cd]}\n“比想象中还要蓬松柔软3倍！”
MiiNews079_Title	{[c800|0902010d]}写真集发售
MiiNews079_Caster	{[c800|0902010d]}的首部写真集{[0604|01cd]}\n“{[020c|0000]}与我”{[0604|01cd]}终于发售了。
MiiNews079_Main	写真集包罗了多种场景下的\n{[020c|0000]}与{[c800|0902010d]}的照片。{[0004]}翻看此写真集，\n可以一览{[0604|00cd]}{[c800|0902010d]}未曾示人的真实表情。{[0004]}值此发售之际，{[c800|0902010d]}难为情地表示，{[0605|2c0101cd]}\n“希望大家能看到原原本本的我……”
MiiNews080_Title	{[c800|0902010d]}展览会开办！
MiiNews080_Caster	餐厅中{[0604|00cd]}举目尽是{[c800|0902010d]}。
MiiNews080_Main	岛上餐厅举办了为期一天的{[0604|00cd]}“{[c800|0902010d]}展览会”，\n店内贴满了{[0604|01cd]}{[c800|0902010d]}的贴纸。{[0004]}特邀嘉宾{[c800|0902010d]}本人的登场{[0604|01cd]}更是引发热议，\n展览会在盛况中落下了帷幕。
MiiNews081_Title	{[020c|0000]}马拉松开跑
MiiNews081_Caster	为各位带来于今日举办的\n第3届“{[020c|0000]}马拉松”赛况。
MiiNews081_Main	本届“{[020c|0000]}马拉松”\n全程为环{[021b|01cd]}{[0604|00cd]}5周。{[0004]}{[c800|0a02010d]}{[0604|00cd]}在比赛中勇夺第1名，\n获赠了1整年份的{[020c|0000]}。{[0004]}屈居{[0604|00cd]}第2名的{[0604|00cd]}{[c800|0902010d]}\n难掩不甘之色，擦拭着嘴角道：{[0004]}“我尝了代替水放在补给站的{[020c|0000]}，{[0605|2c0101cd]}\n味道十分可口。”
MiiNews082_Title	{[020c|0000]}美甲大流行
MiiNews082_Caster	{[020c|0000]}图案的甲艺设计\n正形成空前热潮。
MiiNews082_Main	当红模特{[c800|0502010d]}{[0604|01cd]}以玩笑心态尝试的{[0604|02cd]}\n{[020c|0000]}美甲{[0604|01cd]}成为了当下的一大潮流。{[0004]}该美甲不仅设计新颖，{[0604|00cd]}还适合各类人群上手，{[0604|02cd]}\n其受欢迎程度{[0604|00cd]}正在进一步高涨。{[0004]}看来{[020c|0000]}{[0604|00cd]}美甲风潮{[0604|00cd]}仍将持续。
MiiNews083_Title	蓝色{[020c|0000]}完成
MiiNews083_Caster	长年被专家们视为天方夜谭的{[0605|2c0101cd]}\n蓝色{[020c|0000]}终于研制成功。
MiiNews083_Main	实现这一创举的是公司职员{[c800|0902010d]}，{[0605|2c0101cd]}\n其日常爱好就是{[0604|01cd]}制作{[020c|0000]}。{[0004]}{[c800|0902010d]}在完成本职工作的同时，坚持在自己家中{[0604|00cd]}进行研究，\n最终成功研制出了{[0604|00cd]}蓝色{[020c|0000]}。
MiiNews083_ExNormal_00	公司职员\n{[c800|0902000d]}
MiiNews084_Title	“宝物巧克力”全新发售！
MiiNews084_Caster	老字号点心生产商{[0604|01cd]}{[c800|0502010d]}食品厂\n{[0604|02cd]}发售了新商品“宝物巧克力”。
MiiNews084_Main	宝物巧克力物如其名，\n每一颗都被设计成独特的宝物。{[0004]}其中{[0604|01cd]}“{[020c|0000]}”和\n“{[020c|0100]}{[0604|01cd]}”{[0604|00cd]}造型格外受消费者追捧{[0604|00cd]}，以至于脱销。{[0004]}味道暂且不论，其外观就足以带给人充分的享受。
MiiNews085_Title	童话竞赛开办
MiiNews085_Caster	比拼童话感的“童话竞赛”于本日举办。
MiiNews085_Main	参赛者们{[0604|01cd]}以各自心目中的童话感姿态登场，\n令赛场一瞬间变成了一座{[0604|00cd]}童话王国。{[0004]}尤其是{[c800|0902010d]}和{[c800|0a02010d]}{[0604|01cd]}在花田中\n翩然起舞的身姿{[0604|00cd]}给人以深刻印象，得到一致好评。{[0004]}获得本次竞赛冠军的是{[c800|0902010d]}。{[0004]}{[c800|0902010d]}目光澄澈地说，\n“我通过阅读童话，让身心都染上了童话的色彩。”
MiiNews086_Title	新型移动床发售
MiiNews086_Caster	热销商品{[0605|2c0101cd]}\n“移动床”于今日发售{[0604|01cd]}全新型号。
MiiNews086_Main	移动床是一款高性能商品，{[0605|2c0101cd]}\n只要设置好时间和目的地，躺在上面就能被送达指定地点。{[0004]}本次发售的最新型号不仅{[0604|00cd]}能进行细致的{[0604|00cd]}速度调节，{[0605|2c0101cd]}\n更搭载了广大消费者们翘首以盼的“浮空功能”。{[0004]}如此，即便面临迟到，{[0605|2c0101cd]}\n也能运用各种手段挽回局面。
MiiNews087_Title	搭载最新功能的垃圾桶登场
MiiNews087_Caster	又研发出了一款方便生活的商品。
MiiNews087_Main	该商品为一款神奇的垃圾桶，\n它能迅速感知物主{[0604|01cd]}“想扔垃圾”的念头，并自发地移动到身边。{[0004]}不过，该款垃圾桶也得到了“探测器灵敏度过高”\n“人跟不上垃圾桶的动作”等指摘声。{[0004]}目前，研发团队正在{[0604|00cd]}针对其实用性进行改良。
MiiNews088_Title	秘密舞会开办
MiiNews088_Caster	昨晚，{[021b|01cd]}举办了秘密舞会。
MiiNews088_Main	举办这场舞会{[0604|01cd]}的目的{[0604|01cd]}\n本在于“为振作精神而舞蹈”。{[0004]}但舞会的参加者大都表示{[0604|01cd]}不知为何“睡得{[0604|00cd]}更香了”，\n由此判断，该舞蹈具有放松效果。{[0004]}主办方表示，{[0604|01cd]}“不管怎么说，今后还要定期举办。”
MiiNews089_Title	图章新作终于发售
MiiNews089_Caster	橡皮图章制作家{[0604|00cd]}{[c800|0902010d]}\n发售备受期待的新作品。
MiiNews089_Main	该“{[060a|02006c88]}称\x0f\x06\n心快意{[0604|00cd]}{[c800|0902010d]}{[0604|00cd]}组合”中，\n还包含{[c800|0902010d]}一直以来梦想创作的本人图案图章。{[0004]}本作品是{[c800|0902010d]}的集大成之作，\n充分展现了其经年累月习得的精湛技术。{[0004]}不过，也有专家发出\n“{[020c|0000]}的左右搞反了吧？”这样的疑问。
MiiNews089_ExNormal_01	{[c801|0902010d]}
MiiNews089_ExNormal_02	{[020c|0000]}
MiiNews089_ExNormal_03	{[020c|0100]}
MiiNews089_ExNormal_04	{[020c|0200]}
MiiNews090_Title	{[c800|0902010d]}展示念力
MiiNews090_Caster	发生了一件令人难以置信的事。
MiiNews090_Main	自称超能力者的{[0604|00cd]}{[c800|0902010d]}\n在记者团面前{[0604|01cd]}展示了念力。{[0004]}在众人的注视下，{[0604|00cd]}{[c800|0902010d]}手中蓄力，\n竟然让{[020c|0000]}浮起了{[060a|06003500eb6b737c]}5mm\x0f\x06\n。{[0004]}在记者们的震惊声中，{[0604|01cd]}\n{[c800|0902010d]}脸上浮现出了{[0604|00cd]}得意的笑容。
MiiNews091_Title	拍摄到细胞分裂瞬间
MiiNews091_Caster	科学家{[c800|0502010d]}\n成功拍下了某细胞{[0604|01cd]}分裂瞬间的图像。
MiiNews091_Main	该图像为{[c800|0902010d]}{[0604|00cd]}体的细胞分裂瞬间。{[0004]}{[c800|0502010d]}长年研究适用于{[c800|0902010d]}{[0604|00cd]}体的\n培养方法，终于捕捉到了其分裂瞬间。{[0004]}各国研究机构也都十分关注该世所罕见的图像。
MiiNews092_Title	大嗓门竞赛开办
MiiNews092_Caster	日前，{[021b|01cd]}{[0604|01cd]}大嗓门竞赛\n如常举行。
MiiNews092_Main	参赛选手们气势十足地{[0604|00cd]}喊出热切话语，{[0605|2c0101cd]}\n赛场气氛也随之达到了最高点。{[0004]}{[c800|0902010d]}凭借“超爱{[020c|0000]}～～！”{[0604|00cd]}\n这声呐喊，夺得了{[0604|01cd]}本次竞赛的冠军。{[0004]}据悉，{[c800|0902010d]}的大嗓门直冲邻近岛屿，\n还造成了窗玻璃开裂等影响。
MiiNews093_Title	猜谜大赛的冠军是？
MiiNews093_Caster	在{[021b|01cd]}录制的\n那档人气猜谜节目于昨晚播放。
MiiNews093_Main	从居民中选拔出的{[0604|00cd]}3名选手{[0604|01cd]}展开激烈竞争，\n{[c800|0b02010d]}最终拔得头筹。{[0004]}经此一战，{[c800|0b02010d]}隐藏的{[0604|00cd]}猜谜爱好者身份被知晓，\n岛上响起了{[0604|01cd]}祝福与惊叹{[0604|01cd]}交织之声。
MiiNews094_Title	飞天{[c800|0c02010d]}？
MiiNews094_Caster	{[020c|0000]}草原上空出现不明飞行物。
MiiNews094_Main	“快看天上{[0605|640001cd]}！”“是老鹰{[0605|640001cd]}！”“是无人机！”\n居民们的喊声此起彼伏。{[0004]}而伴随喧哗声冲入视野的，竟是“飞天{[c800|0c02010d]}”。
MiiNews095_Title	飞天{[020c|0100]}？
MiiNews095_Caster	{[020c|0000]}草原上空出现不明飞行物。
MiiNews095_Main	“快看天上{[0605|640001cd]}！”“是老鹰{[0605|640001cd]}！”“是无人机！”\n居民们的喊声此起彼伏。{[0004]}而伴随喧哗声冲入视野的，竟是“飞天{[020c|0100]}”。
MiiNews096_Title	野生{[020c|0000]}立大功！
MiiNews096_Caster	本台收到一则令人高兴的消息。
MiiNews096_Main	从上个月开始{[0604|00cd]}一直下落不明的{[020c|0100]}{[0605|2c0101cd]}\n终于被找到了。{[0004]}据悉，事发当时{[c800|0902010d]}正在自家休息。{[0004]}口中叼着{[020c|0100]}的{[0605|2c0101cd]}\n野生{[020c|0000]}就这么误闯了进来。{[0004]}{[0604|01cd]}为称颂{[0604|00cd]}野生{[020c|0000]}的功绩，\n居民们于岛上广场为其举行了表彰仪式。
MiiNews097_Title	天上掉下{[020c|0000]}？！
MiiNews097_Caster	今日发生了{[020c|0000]}\n从天而降的奇异现象。
MiiNews097_Main	该突发事态令现场一阵骚动，喜爱{[020c|0000]}的\n{[c800|0502010d]}却表现得十分高兴。{[0004]}抱着{[0604|00cd]}满满一怀{[020c|0000]}，\n{[c800|0502010d]}欣喜地表示自己{[0604|01cd]}“捡了很多”。{[0004]}目前，事件原因正在调查。\n同时，专家称“最好不要胡乱拾取”。
MiiNews098_Title	深海发现未知生物？！
MiiNews098_Caster	远赴深海探测的潜水艇发来消息，\n称目击到了未知生物。
MiiNews098_Main	本次发现被冠以“世纪大发现”之名，受到了高度期待。\n然而调查结果表明，所谓未知生物是正在自由潜水的{[c800|0902010d]}。{[0004]}{[c800|0902010d]}{[0604|00cd]}浮上海面后兴奋地说道，\n“我追着一个从没见过的大家伙游，一不小心就潜太深了。”
MiiNews099_Title	奇幻{[020c|0000]}怪兽
MiiNews099_Caster	一则关于{[021b|01cd]}{[0604|01cd]}东海\n出现了神秘生物的消息。
MiiNews099_Main	该生物因其头部酷似{[020c|0000]}\n而得名“{[020c|0000]}怪兽”。{[0004]}一连数日，海岸上挤满想一睹其尊容的居民，好不热闹。{[0004]}然而，最终发现该生物的真面目\n是携带{[020c|0000]}{[0604|01cd]}游泳的{[c800|0902010d]}。{[0004]}据悉，为纪念该生物现身而开售的\n“{[020c|0000]}怪兽包子”将更名。{[0004]}其新名称为{[0604|01cd]}“携带{[020c|0000]}的\n{[c800|0902010d]}包子”。
MiiNews100_Title	{[020c|0000]}养殖成功
MiiNews100_Caster	{[c800|0902010d]}率领的研究团队\n成功实现了{[020c|0000]}养殖。
MiiNews100_Main	只因“渴望{[0604|00cd]}每天{[0604|00cd]}品尝{[020c|0000]}”\n而持续了10年以上的研究，如今终于结出硕果。{[0004]}据悉，养殖{[020c|0000]}的味道与天然品没有分别，\n入口即化的口感令人欲罢不能。
MiiNews101_Title	大型台风急速接近
MiiNews101_Caster	大型强台风\n正在急速接近{[021b|01cd]}。{[0004]}关于目前岛上的情况，\n让我们来听一听播报员{[c800|0902010d]}的反馈。{[0004]}{[c800|0902010d]}，{[0604|00cd]}能听到吗～？
MiiNews101_Main	{[060b|08cd]}好的～{[0605|f40101cd]}{[c800|0902010d]}为您播报～{[0605|f40101cd]}\n此刻所处的位置是{[0605|f40101cd]}{[020c|0000]}大道～{[0004]}{[060b|08cd]}可以看到现在风力非常强劲，{[0605|f40101cd]}勉强{[0605|2c0101cd]}才能站稳～{[0605|f40101cd]}\n室外十分危险，{[0605|f40101cd]}还请大家千万不要出门～{[0004]}{[060b|08cd]}{[c804|0900]}现在{[0605|f40101cd]}也要前往避难了～{[0605|f40101cd]}\n{[c800|0902010d]}的播报{[0605|f40101cd]}{[060a|0e003052646b3a4e626b4a554a554a55]}到此为止～\x0f\x06\n
MiiNews102_Title	{[020c|0000]}澡大流行！
MiiNews102_Caster	当下，用{[020c|0000]}泡澡\n正悄然成为流行。
MiiNews102_Main	在{[020c|0000]}香气的裹覆下，\n身心{[0604|00cd]}都能得到放松。{[0004]}据悉，还有“肩膀不酸了”“皮肤更有光泽了”等\n令人欣喜的功效。{[0004]}但是，泡完澡后的{[020c|0000]}\n要如何{[0604|00cd]}再次利用，目前仍旧{[0604|00cd]}是个难题。
MiiNews103_Title	电线杆上现神秘贴纸
MiiNews103_Caster	发生了一桩电线杆被贴上{[0604|01cd]}\n神秘贴纸的离奇事件。
MiiNews103_Main	贴纸为{[020c|0000]}图案，\n犹如实物般精致逼真。{[0004]}并且，该贴纸还仿真了{[020c|0000]}的气味和质感，\n受到了许多人的关注。{[0004]}这种奇妙的贴纸被粘贴在全岛各处。\n究竟是何人、为何而贴？专家们正在进行调查。
MiiNews104_Title	半透明人药
MiiNews104_Caster	自称天才科学家的{[0604|00cd]}{[c800|0902010d]}博士\n发明了“半透明人药”。
MiiNews104_Main	研发出该药的{[0604|00cd]}{[c800|0902010d]}博士\n即刻服用，{[0604|00cd]}成功变为了“半透明人”。{[0004]}博士很快意识到，服用该药除了{[0604|00cd]}能吸引周围人的目光，\n没有其他任何实际用途。{[0004]}博士失望地表示，\n“一下子就被发现了……只能用来假扮幽灵……”
MiiNews105_Title	{[c800|0c02010d]}开办研讨会
MiiNews105_Caster	日前，{[c800|0c02010d]}于本岛文化馆\n开办了一场研讨会。
MiiNews105_Main	该研讨会的主题是{[0604|01cd]}\n“完成{[c800|0c02010d]}个人拥有的拼图”。{[0004]}参与者全员花费数小时完成拼图后，\n{[c800|0c02010d]}十分欢喜地将其带回了家。{[0004]}参与者们心中多有疑问，{[0605|2c0101cd]}\n怀疑{[c800|0c02010d]}“只是自己一个人拼不出来”。
MiiNews106_Title	开展体检
MiiNews106_Caster	{[021b|01cd]}开展了体检活动。
MiiNews106_Main	本日，全体居民均已完成体检，\n仅余{[0501]}未参加。{[0004]}医院院长{[c800|0902010d]}医生表示：\n“岛上的居民身体都很健康。”{[0004]}除此之外，院长还说道：{[0604|01cd]}“鉴于{[0501]}的\n身体构造与我们{[0604|00cd]}基本相同，应该{[0604|00cd]}可以为其进行体检。”{[0004]}请{[0501]}\n火速前往{[0604|00cd]}{[c800|0902010d]}医院。
MiiNews107_Title	传奇刑警终出动
MiiNews107_Caster	“{[020c|0000]}盗窃案”迟迟没有进展，\n警方宣称{[0604|00cd]}将指派传奇刑警们参与搜查。
MiiNews107_Main	10年前发生的“连环{[020c|0100]}冷冻案”\n曾震惊全岛。{[0004]}侦破那起案件的3名刑警将参与本次案件的搜查，\n促使民众对创造新传奇燃起信心。{[0004]}传奇刑警中的一员\n{[c800|0902010d]}{[0604|00cd]}说道：{[0004]}“已经10年{[0604|00cd]}没有工作过了，今天感到很疲劳……\n明天{[0604|00cd]}准备好好休息。”
MiiNews108_Title	市长选举迫在眉睫
MiiNews108_Caster	为您带来关于街头巷尾热议的{[0604|01cd]}\n{[021b|01cd]}市长选举后续消息。
MiiNews108_Main	此次市长选举的候选人为{[c800|0902010d]}{[0604|00cd]}、\n{[c800|0a02010d]}和{[c800|0b02010d]}{[0604|00cd]}3人。{[0004]}{[c800|0902010d]}{[0604|00cd]}提出了\n将“免费提供{[020c|0000]}”{[0604|01cd]}立为公约的倡议。{[0004]}借此倡议，{[c800|0902010d]}{[0604|00cd]}正在不断收获来自年轻群体的坚定支持。{[0004]}对此，{[c800|0a02010d]}{[0604|00cd]}和{[c800|0b02010d]}{[0604|00cd]}\n也给出了“这样或许很好……”的评价。{[0004]}未来的选举形势让人目不转睛。
MiiNews109_Title	{[c800|0902010d]}偷吃食物败露
MiiNews109_Caster	本日，{[c800|0902010d]}{[0604|00cd]}在偷吃了\n{[c800|0b02010d]}{[0604|00cd]}饭盒里的{[0604|00cd]}汉堡{[0604|00cd]}排后逃离现场。
MiiNews109_Main	{[c800|0b02010d]}{[0604|00cd]}对汉堡{[0604|00cd]}排异常执着，\n追踪了{[c800|0902010d]}5小时之久。{[0004]}{[c800|0902010d]}{[0604|00cd]}不堪{[0604|00cd]}其扰，\n最后以为其购买汉堡{[0604|00cd]}排达成了和解。{[0004]}{[c800|0902010d]}{[0604|00cd]}对此次事件流露了反省之意。{[0004]}当事人如此说道：{[0604|01cd]}“被人这么穷凶极恶地追赶，心里真的{[0604|00cd]}很害怕……\n以后再也不{[0604|00cd]}偷吃东西了。”
MiiNews110_Title	露营第1天即归家
MiiNews110_Caster	本台得到消息：{[0004]}本日{[c800|0a02010d]}{[0604|00cd]}等3人前往距{[021b|01cd]}\n248km之远的{[020c|0000]}山露营。{[0004]}不过，一行人没一会儿就踏上了归程。
MiiNews110_Main	在前往山里{[0604|00cd]}的途中，{[0604|01cd]}\n{[c800|0902010d]}{[0604|00cd]}突然决定折返。{[0004]}“{[020c|0100]}今天{[0604|00cd]}过期！\n还去什么山里！”{[0004]}据说喊出这句话后，{[c800|0902010d]}就{[0604|00cd]}飞快地赶回了家。{[0004]}{[c800|0902010d]}的行李似乎遗落在了路上，\n请发现疑似物品的好心人{[0604|00cd]}联系本台。
MiiNews111_Title	逼近生命起源真相
MiiNews111_Caster	关于目前热议的生命起源，\n本台收到了令人在意的消息。
MiiNews111_Main	为解答“生命是如何诞生的？”这一疑问，{[0604|01cd]}\n{[c800|0902010d]}{[0604|00cd]}一行{[0604|00cd]}开始了时间旅行。{[0004]}一行人{[0604|00cd]}为了确认真相{[0604|00cd]}一度回到了过去，\n于今晨平安归来。{[0004]}面对蜂拥而至的记者们此起彼伏的发问，\n{[c800|0902010d]}{[0604|00cd]}只说了{[0604|00cd]}这么一句话：{[0004]}“真希望能回到还不知道真相的时候……”
MiiNews112_Title	淋什么更好吃？
MiiNews112_Caster	当下食用{[020c|0000]}{[0604|00cd]}风潮正盛，\n某个问题{[0604|01cd]}正让居民深陷烦恼。
MiiNews112_Main	该往{[020c|0000]}上{[0604|01cd]}淋酱汁还是淋酱油\n是居民们烦恼的源头。{[0004]}自称{[0604|01cd]}{[020c|0000]}{[0604|00cd]}大师的\n{[c800|0902010d]}{[0604|00cd]}烦恼了1整周：{[0004]}“什么都不加{[0604|00cd]}味道是最好的，但一定要淋些什么的话……”\n目前尚未得出结论。
MiiNews150_Title	心情球或成为下一代能源？
MiiNews150_Caster	诞生自对{[0501]}感谢之情的\n那个{[0604|00cd]}{[060a|0000]}“\x0f\x06\n心情球”，如今肩负起热切期望。
MiiNews150_Main	“心情球蕴藏巨大能量”{[0604|01cd]}这一论文一经发表，\n便成为了全世界瞩目{[0604|00cd]}的焦点。{[0004]}研究员{[c800|0502010d]}博士称，\n“心情球作为能源不仅清洁，还蕴藏着巨大的能量。”{[0004]}“虽然尚未实现实用化，\n但我希望能将其作为下一代能源燃料，正式进行研究。”
MiiNews150_ExNormalL_06	Xinqing-Ball
