common_AvatarCustomize.msbt
AVATARCLOTHES0000000	白色T恤
CHARTTYPE0000003	數字型
CHARTTYPE0000004	知覺型
CHARTTYPE0000010	直覺‧記憶型
CHARTTYPE0000011	直覺‧分析型
CHARTTYPE0000012	直覺‧數字型
CHARTTYPE0000013	直覺‧知覺型
CHARTTYPE0000014	記憶‧直覺型
CHARTTYPE0000015	記憶‧分析型
CHARTTYPE0000016	記憶‧數字型
CHARTTYPE0000017	記憶‧知覺型
CHARTTYPE0000018	分析‧直覺型
CHARTTYPE0000019	分析‧記憶型
CHARTTYPE0000020	分析‧數字型
CHARTTYPE0000021	分析‧知覺型
CHARTTYPE0000022	數字‧直覺型
CHARTTYPE0000023	數字‧記憶型
CHARTTYPE0000024	數字‧分析型
CHARTTYPE0000025	數字‧知覺型
CHARTTYPE0000026	知覺‧直覺型
CHARTTYPE0000027	知覺‧記憶型
CHARTTYPE0000028	知覺‧分析型
CHARTTYPE0000029	知覺‧數字型
CHARTTYPE0000030	不明確型
CHARTTYPE0000031	直覺缺乏型
CHARTTYPE0000032	記憶缺乏型
CHARTTYPE0000033	分析缺乏型
CHARTTYPE0000034	數字缺乏型
CHARTTYPE0000035	知覺缺乏型
CHARTTYPE0000036	均衡型
CHARTTYPE0000054	全方位萬能型
CHARTTYPE0000056	潛力型
WaitConnecting	通訊中……
Month_01	1月賽季
Month_02	2月賽季
Month_03	3月賽季
Month_04	4月賽季
Month_05	5月賽季
Month_06	6月賽季
Month_07	7月賽季
Month_08	8月賽季
Month_09	9月賽季
Month_10	10月賽季
Month_11	11月賽季
Month_12	12月賽季
Percent	{[010f]}%
Decimal	.
YawarakaRanking	靈活度世界排名
Rank	{size[4200]}第{size[6400]}{[0101]}{size[4200]}名{size[6400]}
Rank_NA	{size[4200]}第{size[6400]}?{size[4200]}名{size[6400]}
Rank_Num_NA	?
Rank_LeftSide	第
Rank_RightSide	名
common_MiniGame.msbt
MiniGameName_00	配圖鼴鼠
MiniGameName_01	動物照燈
MiniGameName_02	剪裁藝術
MiniGameName_03	照片推理
MiniGameName_04	快閃記憶
MiniGameName_05	卡片記憶
MiniGameName_06	逆向記憶
MiniGameName_07	鳥籠洗牌
MiniGameName_08	積木計算
MiniGameName_09	重量比較
MiniGameName_10	方塊塑形
MiniGameName_11	謎題快答
MiniGameName_12	合併計算
MiniGameName_13	疊加積木
MiniGameName_14	調整時鐘
MiniGameName_15	順序氣球
MiniGameName_16	分解拼圖
MiniGameName_17	旋轉剪影
MiniGameName_18	連接軌道
MiniGameName_19	選擇視角
MiniGameNameB_00	配圖鼴鼠
MiniGameNameB_01	動物照燈
MiniGameNameB_02	剪裁藝術
MiniGameNameB_03	照片推理
MiniGameNameB_04	快閃記憶（按鍵）
MiniGameNameB_05	卡片記憶
MiniGameNameB_06	逆向記憶
MiniGameNameB_07	鳥籠洗牌
MiniGameNameB_08	積木計算
MiniGameNameB_09	重量比較
MiniGameNameB_10	方塊塑形
MiniGameNameB_11	謎題快答
MiniGameNameB_12	合併計算
MiniGameNameB_13	疊加積木
MiniGameNameB_14	調整時鐘
MiniGameNameB_15	順序氣球
MiniGameNameB_16	分解拼圖（按鍵）
MiniGameNameB_17	旋轉剪影
MiniGameNameB_18	連接軌道
MiniGameNameB_19	選擇視角
MiniGameNameB_20	快閃記憶（觸控）
MiniGameNameB_21	分解拼圖（觸控）
SpMiniGameName_00	超級配圖鼴鼠
SpMiniGameName_01	超級動物照燈
SpMiniGameName_02	超級剪裁藝術
SpMiniGameName_03	超級照片推理
SpMiniGameName_04	超級快閃記憶
SpMiniGameName_05	超級卡片記憶
SpMiniGameName_06	超級逆向記憶
SpMiniGameName_07	超級鳥籠洗牌
SpMiniGameName_08	超級積木計算
SpMiniGameName_09	超級重量比較
SpMiniGameName_10	超級方塊塑形
SpMiniGameName_11	超級謎題快答
SpMiniGameName_12	超級合併計算
SpMiniGameName_13	超級疊加積木
SpMiniGameName_14	超級調整時鐘
SpMiniGameName_15	超級順序氣球
SpMiniGameName_16	超級分解拼圖
SpMiniGameName_17	超級旋轉剪影
SpMiniGameName_18	超級連接軌道
SpMiniGameName_19	超級選擇視角
SpMiniGameNameB_00	超級配圖鼴鼠
SpMiniGameNameB_01	超級動物照燈
SpMiniGameNameB_02	超級剪裁藝術
SpMiniGameNameB_03	超級照片推理
SpMiniGameNameB_04	超級快閃記憶（按鍵）
SpMiniGameNameB_05	超級卡片記憶
SpMiniGameNameB_06	超級逆向記憶
SpMiniGameNameB_07	超級鳥籠洗牌
SpMiniGameNameB_08	超級積木計算
SpMiniGameNameB_09	超級重量比較
SpMiniGameNameB_10	超級方塊塑形
SpMiniGameNameB_11	超級謎題快答
SpMiniGameNameB_12	超級合併計算
SpMiniGameNameB_13	超級疊加積木
SpMiniGameNameB_14	超級調整時鐘
SpMiniGameNameB_15	超級順序氣球
SpMiniGameNameB_16	超級分解拼圖（按鍵）
SpMiniGameNameB_17	超級旋轉剪影
SpMiniGameNameB_18	超級連接軌道
SpMiniGameNameB_19	超級選擇視角
SpMiniGameNameB_20	超級快閃記憶（觸控）
SpMiniGameNameB_21	超級分解拼圖（觸控）
Instruction_CompareMole	敲擊一樣的圖案！
Instruction_AnimalInDark	哪種動物最多？
Instruction_CuttingAnimation	哪張圖片最符合？
Instruction_FilterZoom	是什麼照片？
Instruction_InstantMemory	記住數字和符號！
Instruction_OrderMemory	把卡片記起來再回答！
Instruction_Reverse	倒過來回答！
Instruction_Cage	鳥在哪裡？
Instruction_PlayCube	積木的數量是？
Instruction_PlaySeesaw	哪個最重？
Instruction_EraseBlock	消除方塊使形狀一樣！
Instruction_Shooting	哪張照片符合描述？
Instruction_PlayPlus	合併兩個使數量一樣！
Instruction_FallNumber	將不要的積木打掉！
Instruction_SetClock	調整時鐘！
Instruction_CountNumber	從最小的數字破壞到最大的！
Instruction_Bunkai	完成拼圖！
Instruction_PlayShadow	哪個跟剪影一樣？
Instruction_TrainRoad	連接軌道直到終點！
Instruction_RotateViewPoint	從箭頭的方向看會是怎樣？
Tutorial_00	敲擊與範本「圖案」相同的鼴鼠！
Tutorial_01	哪種動物最多？\n就用燈光照向牠吧！
Tutorial_02	哪張圖片最符合「？」？\n要看清楚變化喔！
Tutorial_03	是什麼照片？\n越快知道就越厲害！
Tutorial_04	瞬間記住數字和記號，\n它們會馬上消失喔！
Tutorial_05	記住卡片的「圖案」！\n哪張卡片被藏起來了？
Tutorial_06	按照順序記住後，\n倒過來回答！
Tutorial_07	鳥在哪裡？\n還可以加快速度喔！
Tutorial_08	計算積木的數量！\n要怎樣才能算得更快呢？
Tutorial_09	哪個最重？\n不要被表象欺騙了！
Tutorial_10	消除方塊，\n使形狀和範本一樣！
Tutorial_11	哪張照片符合題目的描述？\n答案可能不止一個！
Tutorial_12	選擇兩塊板子，\n使數量與範本相同！
Tutorial_13	將不要的積木打掉，\n使數字相同！
Tutorial_14	轉動分針，\n調整時鐘！
Tutorial_15	從數字最小的氣球破壞到最大的！
Tutorial_16	選擇碎片，\n完成拼圖！
Tutorial_17	找出所有與剪影相同的「圖案」！
Tutorial_18	連接軌道，\n使電車抵達終點！
Tutorial_19	從「箭頭」的方向看會是怎樣的？
PlayerNum_00	1
PlayerNum_01	2
PlayerNum_02	3
PlayerNum_03	4
Handicap_00	幼兒班
Handicap_01	初級班
Handicap_02	中級班
Handicap_03	高級班
Handicap_04	精英班
Handicap_05	超級精英班
DspLevel_00	幼兒班
DspLevel_01	初級班
DspLevel_02	中級班
DspLevel_03	高級班
DspLevel_04	精英班
DspLevel_05	超級精英班
Question_Num	{size[4200]}第{size[6400]}{[0101]}{size[4200]}題{size[6400]}
Correct_00	{color[ffd103ff]}{size[4200]}第一{size[6400]}{color[000000ff]}
Correct_01	{color[bfc9c9ff]}{size[4200]}第二{size[6400]}{color[000000ff]}
Correct_02	{color[ff6128ff]}{size[4200]}第三{size[6400]}{color[000000ff]}
Correct_03	{color[ffd19cff]}{size[4200]}第四{size[6400]}{color[000000ff]}
ScorePlus	{size[4b00]}+{size[6400]}{[0101]}
Info_Stop	時間到！
Info_Reach	即將過關！
Info_Giveup	終止！
Info_Giveup_Result	終止
MaxGameNum_01	{color[d85060ff]}{size[4200]}共{size[6400]}1{size[4200]}場比賽{size[6400]}{color[000000ff]}
MaxGameNum_02	{color[d85060ff]}{size[4200]}共{size[6400]}2{size[4200]}場比賽{size[6400]}{color[000000ff]}
MaxGameNum_03	{color[d85060ff]}{size[4200]}共{size[6400]}3{size[4200]}場比賽{size[6400]}{color[000000ff]}
MaxGameNum_04	{color[d85060ff]}{size[4200]}共{size[6400]}4{size[4200]}場比賽{size[6400]}{color[000000ff]}
MaxGameNum_05	{color[d85060ff]}{size[4200]}共{size[6400]}5{size[4200]}場比賽{size[6400]}{color[000000ff]}
MaxGameNumB_01	{color[ad131dff]}{size[4200]}共{size[6400]}1{size[4200]}場比賽{size[6400]}{color[000000ff]}
MaxGameNumB_02	{color[ad131dff]}{size[4200]}共{size[6400]}2{size[4200]}場比賽{size[6400]}{color[000000ff]}
MaxGameNumB_03	{color[ad131dff]}{size[4200]}共{size[6400]}3{size[4200]}場比賽{size[6400]}{color[000000ff]}
MaxGameNumB_04	{color[ad131dff]}{size[4200]}共{size[6400]}4{size[4200]}場比賽{size[6400]}{color[000000ff]}
MaxGameNumB_05	{color[ad131dff]}{size[4200]}共{size[6400]}5{size[4200]}場比賽{size[6400]}{color[000000ff]}
CurrentGameNum_01	{size[4200]}第{size[6400]}1{size[4200]}場比賽{size[6400]}
CurrentGameNum_02	{size[4200]}第{size[6400]}2{size[4200]}場比賽{size[6400]}
CurrentGameNum_03	{size[4200]}第{size[6400]}3{size[4200]}場比賽{size[6400]}
CurrentGameNum_04	{size[4200]}第{size[6400]}4{size[4200]}場比賽{size[6400]}
CurrentGameNum_05	{size[4200]}第{size[6400]}5{size[4200]}場比賽{size[6400]}
GuestName_01	來賓1
GuestName_02	來賓2
GuestName_03	來賓3
GuestName_04	來賓4
YourName	你
RealPersonName	實際存在的人物
MiniGameCategoryIdentify	直覺
MiniGameCategoryMemorize	記憶
MiniGameCategoryAnalyze	分析
MiniGameCategoryCompute	數字
MiniGameCategoryVisualize	知覺
MiniGameCategoryIdentify_S	直覺
MiniGameCategoryMemorize_S	記憶
MiniGameCategoryAnalyze_S	分析
MiniGameCategoryCompute_S	數字
MiniGameCategoryVisualize_S	知覺
MiniGameCategoryC_Identify	{color[92d180ff]}直覺{color[000000ff]}
MiniGameCategoryC_Memorize	{color[baa5f3ff]}記憶{color[000000ff]}
MiniGameCategoryC_Analyze	{color[ff9985ff]}分析{color[000000ff]}
MiniGameCategoryC_Compute	{color[8ebfe8ff]}數字{color[000000ff]}
MiniGameCategoryC_Visualize	{color[f5aa45ff]}知覺{color[000000ff]}
MiniGameCategoryCS_Identify	{color[92d180ff]}直覺{color[000000ff]}
MiniGameCategoryCS_Memorize	{color[baa5f3ff]}記憶{color[000000ff]}
MiniGameCategoryCS_Analyze	{color[ff9985ff]}分析{color[000000ff]}
MiniGameCategoryCS_Compute	{color[8ebfe8ff]}數字{color[000000ff]}
MiniGameCategoryCS_Visualize	{color[f5aa45ff]}知覺{color[000000ff]}
Instruction_Touch	請點觸畫面。
Instruction_Button	用按鍵操作。
Instruction_Touch_Btn	點觸！
Instruction_Position	考題會出現在這裡。
Instruction_Position_Btn	 OK
Levelup	等級提升！
Rate_00	好厲害！！
Rate_01	做得好！
Rate_02	OK
NotSaveGhost	這次的幽靈不會被儲存。
ButtonGuide_Battle	/ 終止
common_Profile.msbt
Age	{[0101]}{size[4200]}歲{size[6400]}
Secret	?{size[4200]}歲{size[6400]}
Config_Age	{[0101]}歲
Config_Secret	?歲
ATTRIBUTE0000000	被誇獎才會成長。
ATTRIBUTE0000001	睡再多還是想睡。
ATTRIBUTE0000002	功課沒完沒了。
ATTRIBUTE0000003	就是想要被誇獎。
ATTRIBUTE0000004	無法抗拒甜食的誘惑。
ATTRIBUTE0000005	天生沒耐心。
ATTRIBUTE0000006	冷靜下來就輸了。
ATTRIBUTE0000007	按照自己的步調到了極致。
ATTRIBUTE0000008	打磨過後更加璀璨。
ATTRIBUTE0000009	明天再開始認真。
ATTRIBUTE0000010	堅持到最後一刻。
ATTRIBUTE0000011	玻璃心。
ATTRIBUTE0000012	太愛吃飯。
ATTRIBUTE0000013	就是愛唱反調。
ATTRIBUTE0000014	曾經輕狂。
ATTRIBUTE0000015	其實不喜歡輸的感覺。
ATTRIBUTE0000016	想要快點變成大人。
ATTRIBUTE0000017	給我零用錢。
ATTRIBUTE0000018	好奇心旺盛。
ATTRIBUTE0000019	驚人的成長。
ATTRIBUTE0000020	快樂生活。
ATTRIBUTE0000021	直覺敏銳。
ATTRIBUTE0000022	越說不行越要做。
ATTRIBUTE0000023	想要變得受歡迎。
ATTRIBUTE0000024	肥美可口。
ATTRIBUTE0000025	忙得團團轉。
ATTRIBUTE0000026	心事完全寫在臉上。
ATTRIBUTE0000027	與天才只有一線之隔。
ATTRIBUTE0000028	想要被療癒。
ATTRIBUTE0000029	謹慎過了頭。
ATTRIBUTE0000030	不想被追，只想追人。
ATTRIBUTE0000031	沒想到這麼全心全意。
ATTRIBUTE0000032	任何事都從模仿開始。
ATTRIBUTE0000033	唯獨就是好運。
ATTRIBUTE0000034	準時回家。
ATTRIBUTE0000035	追星的小確幸。
ATTRIBUTE0000036	貓奴。
ATTRIBUTE0000037	想要練出肌肉。
ATTRIBUTE0000038	魅力無法擋。
ATTRIBUTE0000039	相信自己的直覺。
ATTRIBUTE0000040	什麼事都提不起勁。
ATTRIBUTE0000041	數字要很精確。
ATTRIBUTE0000042	走遍世界各地。
ATTRIBUTE0000043	孫子好可愛。
ATTRIBUTE0000044	特別喜歡馬。
ATTRIBUTE0000045	一開口就停不下來。
ATTRIBUTE0000046	嘻哈魂。
ATTRIBUTE0000047	沒有事情適合我。
JOB0000000	幼稚園生
JOB0000001	小學生
JOB0000002	中學生
JOB0000003	高中生
JOB0000004	學生
JOB0000005	重考生
JOB0000006	住在家裡
JOB0000007	小型企業主
JOB0000008	上班族
JOB0000009	自僱人士
JOB0000010	家庭主夫
JOB0000010_f	家庭主婦
JOB0000011	打工族
JOB0000012	公務員
JOB0000013	協會員工
JOB0000014	自由人
JOB0000015	管理者
GREETING0000000	請多多指教！
GREETING0000001	請手下留情。
GREETING0000002	祝你好運！
GREETING0000003	一起來玩吧！
GREETING0000004	祝你有個美好的一天♪
GREETING0000005	呀呼♪
GREETING0000006	功課沒完沒了。
GREETING0000007	我來看看你的本事！
GREETING0000008	將你一軍！
GREETING0000009	要手下留情喔♪
GREETING0000010	謝啦！
GREETING0000011	喔呵呵呵！
GREETING0000012	哈哈哈！
GREETING0000013	喔耶！
GREETING0000014	謝謝你願意跟我一起玩。
GREETING0000015	一起營造雙贏的局面吧！
GREETING0000016	希望我們能一加一大於二。
GREETING0000017	讓我學習一下。
GREETING0000018	我不會手下留情。
GREETING0000019	以我的潛力是不會輸的。
GREETING0000020	久等了。
GREETING0000021	請多指教喔！
GREETING0000022	我的大腦很靈活，不好意思。
GREETING0000023	強者別過來。
GREETING0000024	放馬過來吧。
GREETING0000025	我準備好了！
GREETING0000026	你能贏我嗎……？
GREETING0000027	我是第一名的學生。
GREETING0000028	請給我一點刺激。
GREETING0000029	我不會放棄的！
GREETING0000030	我會讓比賽很快就能結束的！
GREETING0000031	我絕對不可以輸。
GREETING0000032	加油喔！
GREETING0000033	生意興隆！
GREETING0000034	你很時髦呢。
GREETING0000035	嗨！
GREETING0000036	非常感謝！
GREETING0000037	嘿嘿嘿！
GREETING0000038	恭喜你！
GREETING0000039	晚安！
GREETING0000040	肚子餓了……
GREETING0000041	我要開動了！
common_SoftwareKeyboard.msbt
InputGhostIDHeader	請輸入對戰對手的幽靈ID
InputGhostIDGuide	在這裡輸入
common_Window.msbt
NumberOfPlayersSelectHowMeny	有多少人要參加派對？
NumberOfPlayersSelectBtn2	2{size[4200]}人{size[6400]}
NumberOfPlayersSelectBtn3	3{size[4200]}人{size[6400]}
NumberOfPlayersSelectBtn4	4{size[4200]}人{size[6400]}
MiniGameLayoutSelectOperationSelect	請選擇遊玩方式。
MiniGamePlayStyleSelect_Btn	只用按鍵
MiniGamePlayStyleSelect_Touch	只用觸控
MiniGameLayoutSelectBtnParallel	用按鍵
MiniGameLayoutSelectBtnFaceToFace	用觸控
CoinGet_Title	獲得金幣！
CoinGet_Value	{[0101]}
CoinGet_GetCount	{[0101]} / {[0102]}
CoinGet_Stretch_Basic	伸展了大腦！
CoinGet_Stretch_Ext_00	靈活度超過400了！
CoinGet_Stretch_Ext_01	靈活度超過600了！
CoinGet_Stretch_Ext_02	靈活度超過800了！
CoinGet_Stretch_Ext_03	靈活度超過1000了！
CoinGet_FirstLesson	第一次按摩放鬆了！
CoinGet_Test_Basic	做了測試！
CoinGet_Test_Ext_00	超過初段了！
CoinGet_Test_Ext_01	超過3段了！
CoinGet_Test_Ext_02	超過5段了！
CoinGet_Test_Ext_03	超過7段了！
CoinGet_Test_Ext_04	成為靈活大腦王了！
CoinGet_Battle_Basic	進行了對戰！
CoinGet_Battle_Win	在對戰中獲勝了！
CoinGet_Battle_Draw	在對戰中打成平手了！
CoinGet_Battle_Ext_Win	打敗強勁的幽靈了！
CoinGet_Battle_Ext_Draw	和強勁的幽靈打成平手了！
CoinGet_Battle_5Genres	1天對戰了5個類別！
CoinGet_Battle_5Genres_5wins	打敗所有人了！
RewardBoxOpenGet	 獲得！
RewardBoxOpenBtnOK	 OK
HardwarePlacementBody	請平放Nintendo Switch。\n接下來請點觸畫面！
HardwarePlacementBtnOK	點觸！
AgeSetting_Title	請輸入你的生日。
AgeSetting_Year	出生年份
AgeSetting_Month	月
AgeSetting_Day	日
AgeSetting_BtnOK	OK
AgeSetting_Btn_Secret	 秘密
AgeSetting_SplitDMY	/
AgeSetting_Attention	※可以隨時在「設定」裡更改。
StyleSetting_Instruction	請選擇造型。
StyleSetting_Notes	※可以隨時在「設定」裡更改。
AttributeSetting_Instruction	請選擇介紹詞。
JobSetting_Instruction	請選擇職業。
GreetingSetting_Instruction	請選擇招呼語。
GreetingGet_WinCount	在對戰中獲勝了！
GreetingGet_Inspire	好像快想到招呼語了……
GreetingGet_ThisIsIt	 這個！
GreetingGet_GetNewGreeting	想到招呼語了！
GreetingGet_OK	 OK
GreetingGet_RecommendSet	要使用看看這個招呼語嗎？
GreetingGet_TryUsing	使用看看
GreetingGet_Later	之後再說
InputDeviceSelectTitle	請選擇遊玩方式。
InputDeviceSelectCaution	不能在中途更改遊玩方式。
CancelAttention_Guide	要退出派對嗎？
CancelAttention_Continue	繼續
CancelAttention_Quit	退出
EasySupportSetting_Header	要使用簡易輔助嗎？
EasySupportSetting_Text	會讓考題變得比較簡單。\n推薦{color[ff1010ff]}小孩子{color[000000ff]}使用。
EasySupportSetting_Notes	※可以隨時在「設定」裡更改。
EasySupportSetting_Use	使用
EasySupportSetting_NotUse	不使用
NetworkSetting_Header	要使用線上功能嗎？
NetworkSetting_Text	利用幽靈對戰和排名互相競爭吧！\n\n虛擬人像、職業以及在Nintendo Account中\n設定的國家/地區和年齡等資訊將會被公開。
NetworkSetting_Notes	※線上功能可以隨時在「設定」裡更改。\n※年齡設定成「秘密」後，將不會被公開。
NetworkSetting_Use	使用
NetworkSetting_NotUse	不使用
ChangeClothes_WantToChange	要馬上更換服裝嗎？
ChangeClothes_Change	更換
ChangeClothes_Changed	更換好了！
ChangeClothes_Later	之後再說
IDSearch_Title	請輸入幽靈ID。
IDSearch_Instruction	搜尋公開{color[ff1010ff]}幽靈ID{color[000000ff]}的人吧！\n輸入幽靈ID的話，\n就可以與那個人的{color[ff1010ff]}最佳紀錄幽靈{color[000000ff]}對戰！\n\n輸入{color[ff1010ff]}自己的幽靈ID{color[000000ff]}的話……？
IDSearch_Button	 輸入ID
DockInStateAttention_Heading	TV模式不能使用觸控操作。
DockInStateAttention_Text	請使用手提模式或桌上模式。
DockInStateAttention_Button	 OK
BattleCategoryComplate_Heading	1天對戰了5個類別。
BattleCategoryComplate_Text	辛苦了！
BattleCategoryComplate_End	結束
BattleCategoryComplate_Continue	繼續
PartySupportSetting_Header	要使用簡易輔助嗎？
PartySupportSetting_Text	推薦身旁有{color[ff1010ff]}小孩子{color[000000ff]}的時候使用！\n將不能選擇困難的伸展。
PartySupportSetting_Use	使用
PartySupportSetting_NotUse	不使用
SeasonReset_OK	 OK
minigame_AnimalInDark.msbt
Around	 環顧四周
Around_T	 環顧四周
Remember	 明白了
Remember_T	明白了
minigame_Cage.msbt
SpeedUpButton	 加速
SpeedUpButton_T	加速
minigame_FallNumber.msbt
Leave	要留下！
minigame_FilterZoom.msbt
FilterZoomKindName_00	狗
FilterZoomKindName_01	兔子
FilterZoomKindName_02	牛
FilterZoomKindName_03	青蛙
FilterZoomKindName_04	長頸鹿
FilterZoomKindName_05	魚
FilterZoomKindName_06	大象
FilterZoomKindName_07	蝴蝶
FilterZoomKindName_08	企鵝
FilterZoomKindName_09	獅子
FilterZoomKindName_10	鱷魚
FilterZoomKindName_11	老虎
FilterZoomKindName_12	鴕鳥
FilterZoomKindName_13	熊貓
FilterZoomKindName_14	鹿
FilterZoomKindName_15	鷲
FilterZoomKindName_16	海豹
FilterZoomKindName_17	海豚
FilterZoomKindName_18	河馬
FilterZoomKindName_19	斑馬
FilterZoomKindName_20	蜻蜓
FilterZoomKindName_21	雞
FilterZoomKindName_22	貓
FilterZoomKindName_23	老鼠
FilterZoomKindName_24	蛇
FilterZoomKindName_25	駱駝
FilterZoomKindName_26	山羊
FilterZoomKindName_27	鴿子
FilterZoomKindName_28	紅鶴
FilterZoomKindName_29	蝸牛
FilterZoomKindName_30	馬
FilterZoomKindName_31	螃蟹
FilterZoomKindName_32	烏龜
FilterZoomKindName_33	犀牛
FilterZoomKindName_34	猴子
FilterZoomKindName_35	蚱蜢
FilterZoomKindName_36	綿羊
FilterZoomKindName_37	豹
FilterZoomKindName_38	貓頭鷹
FilterZoomKindName_39	北極熊
FilterZoomKindName_40	松鼠
FilterZoomKindName_41	袋鼠
minigame_InstantMemory.msbt
Digit	{[0101]}位數
minigame_OrderMemory.msbt
Remember	 記好了
Remember_T	記好了
minigame_SetClock.msbt
Rotate	 轉動
Rotate_T	轉動時針
OK_Plus	 確定
OK_Plus_T	確定
AdvanceHour	調快{color[ffe900ff]}{[0107]}{color[000000ff]}小時！
AdvanceMinute	調快{color[ffe900ff]}{[0108]}{color[000000ff]}分鐘！
AdvanceMinuteAnother	調快{color[ffe900ff]}{[0108]}{color[000000ff]}分鐘！
BackHour	調慢{color[ffe900ff]}{[0107]}{color[000000ff]}小時！
BackMinute	調慢{color[ffe900ff]}{[0108]}{color[000000ff]}分鐘！
BackMinuteAnother	調慢{color[ffe900ff]}{[0108]}{color[000000ff]}分鐘！
SetTime	調整為{color[ffe900ff]}{[0107]}{color[000000ff]}點整！
minigame_Shooting.msbt
Announce	還有喔
SHOOTINGSENTENCE0000000	有腳
SHOOTINGSENTENCE0000002	有魚鰭
SHOOTINGSENTENCE0000003	無魚鰭
SHOOTINGSENTENCE0000004	有尾巴
SHOOTINGSENTENCE0000005	無尾巴
SHOOTINGSENTENCE0000006	有2隻腳
SHOOTINGSENTENCE0000008	有4隻腳
SHOOTINGSENTENCE0000009	有6隻腳
SHOOTINGSENTENCE0000010	有8隻腳
SHOOTINGSENTENCE0000011	有10隻腳
SHOOTINGSENTENCE0000012	有脊椎
SHOOTINGSENTENCE0000013	無脊椎
SHOOTINGSENTENCE0000014	有翅膀
SHOOTINGSENTENCE0000015	無翅膀
SHOOTINGSENTENCE0000016	有鰓
SHOOTINGSENTENCE0000017	無鰓
SHOOTINGSENTENCE0000018	產卵
SHOOTINGSENTENCE0000019	不會產卵
SHOOTINGSENTENCE0000024	有鱗片
SHOOTINGSENTENCE0000025	無鱗片
SHOOTINGSENTENCE0000026	從大到小
SHOOTINGSENTENCE0000027	從小到大
SHOOTINGSENTENCE0000028	從大到小
SHOOTINGSENTENCE0000029	從小到大
SHOOTINGSENTENCE0000031	最大
SHOOTINGSENTENCE0000032	第2大
SHOOTINGSENTENCE0000033	第3大
SHOOTINGSENTENCE0000034	第4大
SHOOTINGSENTENCE0000036	最小
SHOOTINGSENTENCE0000037	第2小
SHOOTINGSENTENCE0000038	第3小
SHOOTINGSENTENCE0000039	第4小
SHOOTINGSENTENCE0000041	最大
SHOOTINGSENTENCE0000042	第2大
SHOOTINGSENTENCE0000043	第3大
SHOOTINGSENTENCE0000044	第4大
SHOOTINGSENTENCE0000046	最小
SHOOTINGSENTENCE0000047	第2小
SHOOTINGSENTENCE0000048	第3小
SHOOTINGSENTENCE0000049	第4小
SHOOTINGSENTENCE0000050	長在土裡
SHOOTINGSENTENCE0000053	花
SHOOTINGSENTENCE0000058	哺乳類
SHOOTINGSENTENCE0000059	爬蟲類
SHOOTINGSENTENCE0000060	兩棲類
SHOOTINGSENTENCE0000061	節肢動物
SHOOTINGSENTENCE0000062	軟體動物
SHOOTINGSENTENCE0000063	變溫動物
SHOOTINGSENTENCE0000064	魚
SHOOTINGSENTENCE0000065	鳥
SHOOTINGSENTENCE0000066	昆蟲
SHOOTINGSENTENCE0000067	昆蟲
SHOOTINGSENTENCE0000068	植物
SHOOTINGSENTENCE0000069	肉食性
SHOOTINGSENTENCE0000070	草食性
SHOOTINGSENTENCE0000071	從快到慢
SHOOTINGSENTENCE0000073	最快
SHOOTINGSENTENCE0000074	第2快
SHOOTINGSENTENCE0000075	第3快
SHOOTINGSENTENCE0000076	第4快
SHOOTINGSENTENCE0000077	從慢到快
SHOOTINGSENTENCE0000079	最慢
SHOOTINGSENTENCE0000080	第2慢
SHOOTINGSENTENCE0000081	第3慢
SHOOTINGSENTENCE0000082	第4慢
SHOOTINGSENTENCE0000083	生物
SHOOTINGSENTENCE0000084	雜食性
SHOOTINGSENTENCE0000085	有觸角
SHOOTINGSENTENCE0000086	複眼
SHOOTINGSENTENCE0000087	動物
SHOOTINGSENTENCE0000088	交通工具
SHOOTINGSENTENCE0000089	用引擎推動
SHOOTINGSENTENCE0000090	有輪胎
SHOOTINGSENTENCE0000091	有吸盤
SHOOTINGSENTENCE0000092	星星
SHOOTINGSENTENCE0000094	行星
SHOOTINGSENTENCE0000095	衛星
SHOOTINGSENTENCE0000100	住在海裡
SHOOTINGSENTENCE0000101	生物
SHOOTINGSENTENCE0000102	用腳的力量前進
scene_AccountSelect.msbt
Instruction	請選擇用戶。
InstructionT_01	請點觸選擇兩位用戶。
Add	追加用戶。
ButtonGuide	 選擇　 確定
ButtonGuide_Party	 更改人數　 選擇　 確定
ButtonGuide_Party_T	 更改人數
SignUp	入學登記
Guest1	來賓1
Guest2	來賓2
Guest3	來賓3
Guest4	來賓4
scene_AvatarCustomize.msbt
Skin	皮膚
Hair	髮型
Beard	鬍鬚
Clothes	服裝
Headgear	帽子
Accessories	裝飾品
HairColor	頭髮顏色
BeardColor	鬍鬚顏色
Ask	請自我介紹。
Back	 返回
ButtonGuide	 選擇　 確定
Fix	完成！
scene_BattleMenu.msbt
ChooseGost	請選擇要對戰的幽靈。
Strong	強敵
NumOfWin_User	贏過{[0100]}\n的次數
RewardCoin	重新整理本賽季的排名　{[010c]}/{[010d]}/{[010e]}  {[0107]}:00
Search	 全部更換
Change	 更換
Skip	 略過
NotFound	找不到。
Decide	 對戰！
LogDate	{[010c]}/{[010d]}/{[010e]}
GhostLogDate	{[010c]}/{[010d]}/{[010e]}的幽靈
Hello	 招呼語
Back	 返回
Ready	 準備好了
ButtonGuide	 選擇　 確定
NoEnemies	沒有對戰對手的幽靈。\n\n看到這條訊息的你！\n請邀請其他學生一起來玩吧！
